raw_timestamp,relative_to_video_first_frame_timestamp,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_projected_to_left_view_x,gaze_projected_to_left_view_y,gaze_projected_to_right_view_x,gaze_projected_to_right_view_y,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,left_projected_x,left_projected_y,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status,right_projected_x,right_projected_y
1000013552130613100,144150600,2.000000,1235258,1.000000,2,0.077371,-0.074091,0.994246,0.000000,0.000000,0.000000,0.289426,-0.073243,-0.084110,-0.073163,0.092869,-0.069039,0.993282,-0.029724,0.000000,0.000000,0.146729,3,0.273186,-0.068312,0.061852,-0.079122,0.994944,0.029724,0.000000,0.000000,0.145805,2,-0.068031,-0.078078
1000013552140622600,154160100,2.000000,1235259,1.000000,2,0.077307,-0.074348,0.994231,0.000000,0.000000,0.000000,0.289355,-0.073498,-0.084181,-0.073418,0.092862,-0.069244,0.993268,-0.029724,0.000000,0.000000,0.145828,3,0.273179,-0.068515,0.061732,-0.079432,0.994927,0.029724,0.000000,0.000000,0.145662,2,-0.068166,-0.078385
1000013552150628000,164165500,2.000000,1235260,1.000000,2,0.077325,-0.074333,0.994231,0.000000,0.000000,0.000000,0.289375,-0.073483,-0.084161,-0.073403,0.092827,-0.069401,0.993261,-0.029724,0.000000,0.000000,0.145847,3,0.273140,-0.068671,0.061803,-0.079245,0.994937,0.029724,0.000000,0.000000,0.145504,2,-0.068087,-0.078200
1000013552160617000,174154500,2.000000,1235261,1.000000,2,0.077383,-0.074465,0.994217,0.000000,0.000000,0.000000,0.289444,-0.073615,-0.084094,-0.073534,0.092899,-0.069815,0.993225,-0.029724,0.000000,0.000000,0.147525,3,0.273227,-0.069083,0.061847,-0.079096,0.994947,0.029724,0.000000,0.000000,0.145824,2,-0.068037,-0.078052
1000013552170617000,184154500,2.000000,1235262,1.000000,2,0.077476,-0.074928,0.994175,0.000000,0.000000,0.000000,0.289555,-0.074076,-0.083987,-0.073994,0.093064,-0.070361,0.993171,-0.029724,0.000000,0.000000,0.147206,3,0.273422,-0.069627,0.061867,-0.079475,0.994915,0.029724,0.000000,0.000000,0.145550,2,-0.068013,-0.078429
1000013552180732200,194269700,2.000000,1235263,1.000000,2,0.077444,-0.075220,0.994155,0.000000,0.000000,0.000000,0.289521,-0.074366,-0.084022,-0.074284,0.093077,-0.070650,0.993149,-0.029724,0.000000,0.000000,0.145384,3,0.273440,-0.069915,0.061790,-0.079770,0.994896,0.029724,0.000000,0.000000,0.145627,2,-0.068099,-0.078721
1000013552190747800,204285300,2.000000,1235264,1.000000,2,0.077455,-0.075219,0.994154,0.000000,0.000000,0.000000,0.289533,-0.074365,-0.084010,-0.074283,0.093054,-0.070766,0.993143,-0.029724,0.000000,0.000000,0.145540,3,0.273413,-0.070030,0.061835,-0.079652,0.994903,0.029724,0.000000,0.000000,0.145665,2,-0.068048,-0.078604
1000013552200757900,214295400,2.000000,1235265,1.000000,2,0.077383,-0.075405,0.994146,0.000000,0.000000,0.000000,0.289452,-0.074550,-0.084091,-0.074468,0.093039,-0.070848,0.993139,-0.029724,0.000000,0.000000,0.145524,3,0.273396,-0.070112,0.061708,-0.079942,0.994888,0.029724,0.000000,0.000000,0.145385,2,-0.068191,-0.078891
1000013552210733900,224271400,2.000000,1235266,1.000000,2,0.077462,-0.075525,0.994131,0.000000,0.000000,0.000000,0.289544,-0.074670,-0.084001,-0.074587,0.093118,-0.071180,0.993107,-0.029724,0.000000,0.000000,0.146682,3,0.273491,-0.070443,0.061784,-0.079850,0.994890,0.029724,0.000000,0.000000,0.145423,2,-0.068104,-0.078800
1000013552220738400,234275900,2.000000,1235267,1.000000,2,0.077436,-0.075763,0.994114,0.000000,0.000000,0.000000,0.289517,-0.074906,-0.084029,-0.074824,0.093039,-0.071726,0.993076,-0.029724,0.000000,0.000000,0.146388,3,0.273403,-0.070985,0.061813,-0.079781,0.994894,0.029724,0.000000,0.000000,0.145252,2,-0.068073,-0.078732
1000013552230796400,244333900,2.000000,1235268,1.000000,2,0.077439,-0.076115,0.994087,0.000000,0.000000,0.000000,0.289523,-0.075256,-0.084024,-0.075173,0.093144,-0.072088,0.993039,-0.029724,0.000000,0.000000,0.146968,3,0.273528,-0.071346,0.061713,-0.080121,0.994873,0.029724,0.000000,0.000000,0.145442,2,-0.068184,-0.079070
1000013552240869100,254406600,2.000000,1235269,1.000000,2,0.077438,-0.076361,0.994069,0.000000,0.000000,0.000000,0.289525,-0.075501,-0.084024,-0.075417,0.093305,-0.072110,0.993023,-0.029724,0.000000,0.000000,0.145277,3,0.273715,-0.071370,0.061551,-0.080590,0.994845,0.029724,0.000000,0.000000,0.145416,2,-0.068366,-0.079535
1000013552250883800,264421300,2.000000,1235270,1.000000,2,0.077440,-0.076621,0.994048,0.000000,0.000000,0.000000,0.289529,-0.075759,-0.084022,-0.075676,0.093233,-0.072669,0.992989,-0.029724,0.000000,0.000000,0.146794,3,0.273636,-0.071925,0.061625,-0.080551,0.994844,0.029724,0.000000,0.000000,0.145366,2,-0.068282,-0.079496
1000013552260858000,274395500,2.000000,1235271,1.000000,2,0.077542,-0.077108,0.994003,0.000000,0.000000,0.000000,0.289652,-0.076245,-0.083903,-0.076161,0.093262,-0.073485,0.992926,-0.029724,0.000000,0.000000,0.146794,3,0.273675,-0.072738,0.061803,-0.080711,0.994820,0.029724,0.000000,0.000000,0.145558,2,-0.068079,-0.079656
1000013552270864900,284402400,2.000000,1235272,1.000000,2,0.076905,-0.076360,0.994110,0.000000,0.000000,0.000000,0.288907,-0.075497,-0.084632,-0.075413,0.092191,-0.072716,0.993083,-0.029724,0.000000,0.000000,0.150924,3,0.272427,-0.071965,0.061600,-0.079984,0.994891,0.029724,0.000000,0.000000,0.148527,2,-0.068314,-0.078933
1000013552280843900,294381400,2.000000,1235273,1.000000,2,0.070816,-0.065826,0.995315,0.000000,0.000000,0.000000,0.281774,-0.065002,-0.091600,-0.064934,0.085882,-0.059425,0.994532,-0.029724,0.000000,0.000000,0.149937,3,0.265031,-0.058723,0.055730,-0.072210,0.995831,0.029724,0.000000,0.000000,0.153093,2,-0.075031,-0.071196
1000013552310988900,324526400,2.000000,1235276,0.000000,2,-0.157439,-0.074632,0.984705,0.000000,0.000000,0.000000,0.018327,-0.074472,-0.352681,-0.074390,-0.155262,-0.061440,0.985961,-0.029724,0.000000,0.000000,0.142127,3,-0.013392,-0.061228,-0.159587,-0.087810,0.983271,0.029724,0.000000,0.000000,0.146238,2,-0.321341,-0.087650
1000013552320979200,334516700,2.000000,1235277,0.000000,2,-0.125213,0.184958,0.974737,-0.029724,0.000000,0.000000,0.019797,0.186491,-0.351921,0.186201,-0.125213,0.184958,0.974737,-0.029724,0.000000,0.000000,0.141841,3,0.019797,0.186491,0.000000,0.000000,0.000000,0.029724,0.000000,0.000000,0.145167,0,-0.165948,0.000004
1000013552331002400,344539900,2.000000,1235278,0.000000,2,-0.112313,0.317470,0.941594,-0.029724,0.000000,0.000000,0.030445,0.330999,-0.343802,0.330502,-0.112313,0.317470,0.941594,-0.029724,0.000000,0.000000,0.143093,3,0.030445,0.330999,0.000000,0.000000,0.000000,0.029724,0.000000,0.000000,0.144255,0,-0.165948,0.000004
1000013552340991500,354529000,2.000000,1235279,0.000000,2,-0.105717,0.379414,0.919168,-0.029724,0.000000,0.000000,0.035430,0.404922,-0.340599,0.404320,-0.105717,0.379414,0.919168,-0.029724,0.000000,0.000000,0.141004,3,0.035430,0.404922,0.000000,0.000000,0.000000,0.029724,0.000000,0.000000,0.145346,0,-0.165948,0.000004
1000013552351012200,364549700,0.051329,1235280,0.000000,2,-0.175868,0.226761,0.957941,0.000000,0.000000,0.000000,-0.007609,0.232520,-0.380204,0.232164,-0.102620,0.406012,0.908088,-0.029724,0.000000,0.000000,0.139895,3,0.037777,0.438424,-0.242085,0.038443,0.969493,0.029724,0.000000,0.000000,0.144890,2,-0.419851,0.038907
1000013552360979900,374517400,0.168018,1235281,0.000000,2,-0.164683,0.323548,0.931771,0.000000,0.000000,0.000000,0.001362,0.340780,-0.373290,0.340269,-0.101423,0.404073,0.909087,-0.029724,0.000000,0.000000,0.141824,3,0.039412,0.435866,-0.226132,0.239464,0.944204,0.029724,0.000000,0.000000,0.143711,2,-0.408144,0.248626
1000013552371112000,384649500,0.404942,1235282,0.000000,2,-0.149401,0.361490,0.920328,0.000000,0.000000,0.000000,0.018305,0.385323,-0.357432,0.384749,-0.100735,0.395090,0.913102,-0.029724,0.000000,0.000000,0.141300,3,0.040808,0.424363,-0.197537,0.326606,0.924288,0.029724,0.000000,0.000000,0.144794,2,-0.378953,0.346178
1000013552381092500,394630000,0.615051,1235283,0.000000,2,-0.135370,0.364464,0.921326,0.000000,0.000000,0.000000,0.035813,0.388086,-0.340051,0.387508,-0.100054,0.385373,0.917320,-0.029724,0.000000,0.000000,0.141882,3,0.042209,0.412084,-0.170455,0.342935,0.923764,0.029724,0.000000,0.000000,0.144468,2,-0.346069,0.363686
1000013552391115400,404652900,0.889822,1235284,0.000000,2,-0.123450,0.357257,0.925812,0.000000,0.000000,0.000000,0.051095,0.378627,-0.324599,0.378062,-0.098841,0.371651,0.923096,-0.029724,0.000000,0.000000,0.142716,3,0.044454,0.395004,-0.147957,0.342569,0.927769,0.029724,0.000000,0.000000,0.144629,2,-0.317884,0.361778
1000013552401115200,414652700,2.000000,1235285,0.000000,2,-0.113817,0.346121,0.931260,0.000000,0.000000,0.000000,0.063533,0.364748,-0.311886,0.364202,-0.097088,0.360897,0.927538,-0.029724,0.000000,0.000000,0.143830,3,0.047170,0.381795,-0.130488,0.331169,0.934505,0.029724,0.000000,0.000000,0.143431,2,-0.295563,0.347296
1000013552411135200,424672700,2.000000,1235286,0.000000,2,-0.107701,0.341003,0.933872,0.000000,0.000000,0.000000,0.071275,0.358381,-0.304035,0.357845,-0.095193,0.360291,0.927970,-0.029724,0.000000,0.000000,0.142199,3,0.049551,0.380982,-0.120149,0.321524,0.939248,0.029724,0.000000,0.000000,0.145230,2,-0.282386,0.335532
1000013552421099800,434637300,2.000000,1235287,0.000000,2,-0.103708,0.331674,0.937677,0.000000,0.000000,0.000000,0.076501,0.347206,-0.298581,0.346686,-0.092602,0.349666,0.932287,-0.029724,0.000000,0.000000,0.142826,3,0.053238,0.368090,-0.114764,0.313523,0.942620,0.029724,0.000000,0.000000,0.145227,2,-0.275445,0.326049
1000013552431231100,444768600,2.000000,1235288,0.000000,2,-0.099663,0.323785,0.940867,0.000000,0.000000,0.000000,0.081696,0.337835,-0.293207,0.337328,-0.090276,0.342719,0.935090,-0.029724,0.000000,0.000000,0.143751,3,0.056401,0.359729,-0.109002,0.304695,0.946192,0.029724,0.000000,0.000000,0.143986,2,-0.268076,0.315708
1000013552441235900,454773400,2.000000,1235289,0.000000,2,-0.097305,0.319148,0.942696,0.000000,0.000000,0.000000,0.084706,0.332371,-0.290096,0.331872,-0.087403,0.339707,0.936461,-0.029724,0.000000,0.000000,0.144068,3,0.060054,0.356062,-0.107153,0.298410,0.948404,0.029724,0.000000,0.000000,0.144368,2,-0.265583,0.308498
1000013552451310500,464848000,2.000000,1235290,0.000000,2,-0.095174,0.312747,0.945056,0.000000,0.000000,0.000000,0.087473,0.324917,-0.287184,0.324429,-0.085371,0.332473,0.939241,-0.029724,0.000000,0.000000,0.143849,3,0.062823,0.347481,-0.104927,0.292858,0.950381,0.029724,0.000000,0.000000,0.144784,2,-0.262685,0.302147
1000013552461223900,474761400,2.000000,1235291,0.000000,2,-0.093599,0.304491,0.947905,0.000000,0.000000,0.000000,0.089595,0.315418,-0.284876,0.314944,-0.083771,0.320909,0.943398,-0.029724,0.000000,0.000000,0.144759,3,0.065196,0.333963,-0.103392,0.287955,0.952046,0.029724,0.000000,0.000000,0.144419,2,-0.260655,0.296585
1000013552471237900,484775400,2.000000,1235292,0.000000,2,-0.092359,0.295148,0.950977,0.000000,0.000000,0.000000,0.091320,0.304784,-0.282944,0.304325,-0.082571,0.305807,0.948506,-0.029724,0.000000,0.000000,0.144370,3,0.067161,0.316587,-0.102127,0.284425,0.953243,0.029724,0.000000,0.000000,0.144699,2,-0.259009,0.292593
1000013552481216700,494754200,2.000000,1235293,0.000000,2,-0.090379,0.287297,0.953568,0.000000,0.000000,0.000000,0.093885,0.295896,-0.280219,0.295449,-0.081109,0.292277,0.952888,-0.029724,0.000000,0.000000,0.143610,3,0.069351,0.301233,-0.099639,0.282285,0.954142,0.029724,0.000000,0.000000,0.144363,2,-0.255958,0.290126
1000013552491394600,504932100,2.000000,1235294,0.000000,2,-0.088012,0.277115,0.956797,0.000000,0.000000,0.000000,0.096941,0.284477,-0.276963,0.284046,-0.078023,0.277096,0.957669,-0.029724,0.000000,0.000000,0.142904,3,0.073493,0.284206,-0.097992,0.277107,0.955829,0.029724,0.000000,0.000000,0.143867,2,-0.253813,0.284316
1000013552501370200,514907700,2.000000,1235295,0.000000,2,-0.085882,0.266543,0.959989,0.000000,0.000000,0.000000,0.099693,0.272742,-0.274012,0.272329,-0.075142,0.263796,0.961647,-0.029724,0.000000,0.000000,0.143339,3,0.077281,0.269481,-0.096613,0.269256,0.958210,0.029724,0.000000,0.000000,0.141836,2,-0.251909,0.275596
1000013552511355600,524893100,2.000000,1235296,0.000000,2,-0.083473,0.257479,0.962672,0.000000,0.000000,0.000000,0.102727,0.262757,-0.270820,0.262358,-0.073259,0.253316,0.964606,-0.029724,0.000000,0.000000,0.143650,3,0.079771,0.258006,-0.093677,0.261610,0.960617,0.029724,0.000000,0.000000,0.141023,2,-0.248185,0.267120
1000013552521344000,534881500,2.000000,1235297,0.000000,2,-0.081909,0.248795,0.965087,0.000000,0.000000,0.000000,0.104729,0.253280,-0.268668,0.252894,-0.071094,0.244838,0.966954,-0.029724,0.000000,0.000000,0.142797,3,0.082527,0.248785,-0.092712,0.252718,0.963088,0.029724,0.000000,0.000000,0.140961,2,-0.246779,0.257398
1000013552531357600,544895100,2.000000,1235298,0.000000,2,-0.080361,0.241650,0.967030,0.000000,0.000000,0.000000,0.106674,0.245527,-0.266608,0.245152,-0.069925,0.238907,0.968521,-0.029724,0.000000,0.000000,0.142424,3,0.084036,0.242378,-0.090788,0.244363,0.965424,0.029724,0.000000,0.000000,0.141190,2,-0.244275,0.248305
1000013552541356600,554894100,2.000000,1235299,0.000000,2,-0.074878,0.232193,0.969783,0.000000,0.000000,0.000000,0.113288,0.235270,-0.259875,0.234909,-0.067209,0.230125,0.970837,-0.029724,0.000000,0.000000,0.142981,3,0.087417,0.232929,-0.082543,0.234246,0.968667,0.029724,0.000000,0.000000,0.146088,2,-0.234328,0.237251
1000013552581466200,595003700,2.000000,1235303,0.000000,2,-0.135140,-0.152711,0.978988,0.000000,0.000000,0.000000,0.043495,-0.153277,-0.328203,-0.153082,-0.118969,-0.151685,0.981243,-0.029724,0.000000,0.000000,0.145205,3,0.027999,-0.151907,-0.151274,-0.153696,0.976470,0.029724,0.000000,0.000000,0.143247,2,-0.312981,-0.154455
1000013552591479600,605017100,1.059309,1235304,0.000000,2,0.048600,-0.105338,0.993248,0.000000,0.000000,0.000000,0.256465,-0.104246,-0.116752,-0.104122,0.076368,-0.102834,0.991763,-0.029724,0.000000,0.000000,0.147524,3,0.254345,-0.101915,0.020794,-0.107760,0.993959,0.029724,0.000000,0.000000,0.142217,2,-0.114588,-0.106441
1000013552601489200,615026700,0.944506,1235305,0.000000,2,0.130908,-0.090364,0.987268,0.000000,0.000000,0.000000,0.352196,-0.089949,-0.022550,-0.089845,0.161632,-0.087947,0.982924,-0.029724,0.000000,0.000000,0.142222,3,0.354157,-0.087918,0.100058,-0.092694,0.990654,0.029724,0.000000,0.000000,0.140219,2,-0.024214,-0.091856
1000013552611596800,625134300,2.000000,1235306,0.000000,2,0.168170,-0.072399,0.983096,0.000000,0.000000,0.000000,0.396239,-0.072358,0.020690,-0.072279,0.191352,-0.072318,0.978854,-0.029724,0.000000,0.000000,0.141130,3,0.389579,-0.072581,0.144896,-0.072440,0.986792,0.029724,0.000000,0.000000,0.139842,2,0.027490,-0.072057
1000013552621591700,635129200,2.000000,1235307,0.000000,2,0.183972,-0.051338,0.981590,0.000000,0.000000,0.000000,0.414960,-0.051377,0.039088,-0.051328,0.207286,-0.055980,0.976677,-0.029724,0.000000,0.000000,0.140917,3,0.408687,-0.056298,0.160549,-0.046666,0.985924,0.029724,0.000000,0.000000,0.139091,2,0.045546,-0.046458
1000013552631599900,645137400,2.000000,1235308,0.000000,2,0.187231,-0.034706,0.981703,0.000000,0.000000,0.000000,0.418723,-0.034720,0.042814,-0.034695,0.209626,-0.043170,0.976828,-0.029724,0.000000,0.000000,0.139554,3,0.411384,-0.043403,0.164724,-0.026222,0.985991,0.029724,0.000000,0.000000,0.138725,2,0.050313,-0.026101
1000013552641598500,655136000,2.000000,1235309,0.000000,2,0.182943,-0.024247,0.982825,0.000000,0.000000,0.000000,0.413461,-0.024221,0.037691,-0.024211,0.205409,-0.034512,0.978068,-0.029724,0.000000,0.000000,0.140848,3,0.406160,-0.034650,0.160360,-0.013967,0.986960,0.029724,0.000000,0.000000,0.138495,2,0.045144,-0.013888
1000013552651603400,665140900,2.000000,1235310,0.000000,2,0.179916,-0.016298,0.983547,0.000000,0.000000,0.000000,0.409770,-0.016260,0.034094,-0.016261,0.202599,-0.027635,0.978872,-0.029724,0.000000,0.000000,0.139717,3,0.402692,-0.027717,0.157112,-0.004951,0.987568,0.029724,0.000000,0.000000,0.137687,2,0.041324,-0.004918
