Frame;CaptureTime;LogTime;LeftEyeStatus;LeftEyeForward_x;LeftEyeForward_y;LeftEyeForward_z;LeftAngle_x;LeftAngle_y;LeftEyePupilSize;RightEyeStatus;RightEyeForward_x;RightEyeForward_y;RightEyeForward_z;RightAngle_x;RightAngle_y;RightEyePupilSize;FocusDistance;FocusStability
46998;1E+18;6,37486E+13;VALID;-0,3797891;-0,07695559;0,9218666;-22,3906;-4,771874;0,133816332;INVALID;;;;0;0;;2;1
46999;1E+18;6,37486E+13;VALID;-0,3796811;-0,07685512;0,9219195;-22,3837;-4,7654;0,133967727;INVALID;;;;0;0;;2;1
47000;1E+18;6,37486E+13;VALID;-0,3769443;-0,07656282;0,9230661;-22,2132;-4,741489;0,134173051;INVALID;;;;0;0;;2;1
47001;1E+18;6,37486E+13;VALID;-0,3643899;-0,0765839;0,9280921;-21,43609;-4,717221;0,133664936;INVALID;;;;0;0;;2;0,991956711
47002;1E+18;6,37486E+13;VALID;-0,3326229;-0,0761385;0,9399813;-19,48689;-4,630848;0,132674769;INVALID;;;;0;0;;2;0,506860793
47003;1E+18;6,37486E+13;VALID;-0,2719911;-0,07584385;0,9593063;-15,82957;-4,520467;0,131458148;VALID;-0,2829531;-0,1948396;0,9391353;-16,76709;-11,72071;0,128968209;0,044417474;0
47004;1E+18;6,37486E+13;VALID;-0,1978006;-0,07515574;0,9773569;-11,44116;-4,397215;0,130133957;VALID;-0,2343568;-0,1209617;0,9645959;-13,6559;-7,147665;0,130018517;0,605548441;0
47005;1E+18;6,37486E+13;VALID;-0,1284573;-0,0730719;0,9890193;-7,400349;-4,225518;0,132243559;VALID;-0,172207;-0,07750512;0,982007;-9,946386;-4,512727;0,130148947;2;0
47006;1E+18;6,37486E+13;VALID;-0,0765372;-0,07092424;0,994541;-4,400655;-4,07906;0,131236374;VALID;-0,1143042;-0,05604257;0,9918638;-6,573869;-3,233904;0,130377814;2;0
47007;1E+18;6,37486E+13;VALID;-0,03016354;-0,0663946;0,9973374;-1,73233;-3,808666;0,132552683;VALID;-0,06733386;-0,04710648;0,9966179;-3,865165;-2,706148;0,129313633;2;0
47008;1E+18;6,37486E+13;VALID;-0,004137902;-0,06166065;0,9980886;-0,237537;-3,535168;0,131003723;VALID;-0,03432303;-0,03966641;0,9986233;-1,968501;-2,274655;0,127654567;2;0
47009;1E+18;6,37486E+13;VALID;0,004860509;-0,05757304;0,9983295;0,2789505;-3,300556;0,131232336;VALID;-0,02314842;-0,03981936;0,9989387;-1,327478;-2,282697;0,126753747;2;0
47010;1E+18;6,37486E+13;VALID;0,01142199;-0,0544112;0,9984533;0,655417;-3,119276;0,131389424;VALID;-0,01324365;-0,03735091;0,9992145;-0,7593572;-2,140735;0,128459722;2;0
47011;1E+18;6,37486E+13;VALID;0,01420906;-0,05206971;0,9985424;0,8152528;-2,985026;0,131459936;VALID;-0,01180589;-0,03744414;0,999229;-0,676918;-2,146043;0,126931742;2;0
47012;1E+18;6,37486E+13;VALID;0,01568689;-0,05036404;0,9986077;0,8999716;-2,887224;0,131604552;VALID;-0,01033766;-0,03799785;0,9992244;-0,5927428;-2,177757;0,128527135;2;0
47013;1E+18;6,37486E+13;VALID;0,01616674;-0,0493419;0,9986511;0,9274561;-2,828601;0,131875098;VALID;-0,01008259;-0,03890403;0,9991921;-0,5781375;-2,229713;0,127714097;2;0
47014;1E+18;6,37486E+13;VALID;0,01553407;-0,048428;0,9987059;0,8911179;-2,776141;0,132577688;VALID;-0,008554904;-0,03895362;0,9992044;-0,4905382;-2,232525;0,128373906;2;0
47015;1E+18;6,37486E+13;VALID;0,01423786;-0,04844001;0,9987246;0,8167558;-2,776776;0,132990584;VALID;-0,007007024;-0,03911454;0,9992102;-0,4017836;-2,241725;0,129259676;2;0
47016;1E+18;6,37486E+13;VALID;0,01393842;-0,04850725;0,9987256;0,7995796;-2,780622;0,132990584;VALID;-0,006310039;-0,03905236;0,9992173;-0,361817;-2,238149;0,128461912;2;0
47017;1E+18;6,37486E+13;VALID;0,014327;-0,04848986;0,9987209;0,8218713;-2,77964;0,132990584;VALID;-0,005996077;-0,03979669;0,9991898;-0,3438244;-2,280826;0,12925455;2;0
47018;1E+18;6,37486E+13;VALID;0,01484208;-0,04832781;0,9987212;0,8514145;-2,770364;0,132672802;VALID;-0,006263831;-0,04001745;0,9991794;-0,3591811;-2,293488;0,12837328;2;0
47019;1E+18;6,37486E+13;VALID;0,01502557;-0,04836442;0,9987167;0,8619426;-2,772472;0,133501559;VALID;-0,005419848;-0,04035439;0,9991707;-0,3107891;-2,312799;0,128476009;2;0
47020;1E+18;6,37486E+13;VALID;0,01417892;-0,04755216;0,9987681;0,8133396;-2,725841;0,134208351;VALID;-0,005714227;-0,04076266;0,9991525;-0,3276752;-2,336214;0,128839746;2;0
47021;1E+18;6,37486E+13;VALID;0,01426752;-0,04764462;0,9987624;0,8184257;-2,731148;0,133468062;VALID;-0,005478074;-0,04081393;0,9991518;-0,3141339;-2,339151;0,12798433;2;0
47022;1E+18;6,37486E+13;VALID;0,01475553;-0,04779166;0,9987484;0,8464275;-2,739602;0,134034827;VALID;-0,005403068;-0,0406947;0,999157;-0,3098312;-2,332313;0,128723174;2;0
47023;1E+18;6,37486E+13;VALID;0,01479247;-0,04782783;0,998746;0,8485481;-2,741679;0,134199917;VALID;-0,005192607;-0,04062125;0,9991611;-0,2977616;-2,328098;0,127533183;2;0
47024;1E+18;6,37486E+13;VALID;0,01495356;-0,04782552;0,9987438;0,8577895;-2,741553;0,134568498;VALID;-0,005322427;-0,04127191;0,9991338;-0,3052141;-2,365412;0,130532011;2;0
47025;1E+18;6,37486E+13;VALID;0,01510215;-0,0478926;0,9987383;0,8663166;-2,745407;0,134061962;VALID;-0,00557474;-0,04143202;0,9991258;-0,3196852;-2,374597;0,128180221;2;0
47026;1E+18;6,37486E+13;VALID;0,0150699;-0,04789647;0,9987386;0,8644665;-2,745628;0,133940533;VALID;-0,005794302;-0,04161966;0,9991167;-0,3322788;-2,38536;0,128114298;2;0,426889271
47027;1E+18;6,37486E+13;VALID;0,01478838;-0,04805778;0,9987351;0,8483227;-2,75487;0,133248076;VALID;-0,005913764;-0,04145458;0,9991229;-0,3391272;-2,375895;0,128432021;2;0,856283128
47028;1E+18;6,37486E+13;VALID;0,01456564;-0,04813588;0,9987346;0,8355478;-2,759342;0,133248076;VALID;-0,005856124;-0,04146462;0,9991228;-0,3358219;-2,37647;0,127983689;2;1
47029;1E+18;6,37486E+13;VALID;0,0144379;-0,04802043;0,998742;0,8282149;-2,752714;0,133680373;VALID;-0,005890727;-0,04139718;0,9991254;-0,3378053;-2,372603;0,128266945;2;1
47030;1E+18;6,37486E+13;VALID;0,01454115;-0,04810211;0,9987366;0,8341416;-2,757403;0,13250266;VALID;-0,005776668;-0,04115184;0,9991362;-0,3312612;-2,358532;0,128216982;2;1
47031;1E+18;6,37486E+13;VALID;0,01470779;-0,04809137;0,9987347;0,8437008;-2,756794;0,131557703;VALID;-0,005987544;-0,04110652;0,9991368;-0,3433533;-2,355936;0,12768133;2;1
47032;1E+18;6,37486E+13;VALID;0,01459865;-0,04805458;0,9987381;0,8374384;-2,754679;0,131642759;VALID;-0,006170385;-0,04102698;0,999139;-0,3538372;-2,351377;0,126773983;2;1
47033;1E+18;6,37486E+13;VALID;0,01449387;-0,04802347;0,998741;0,8314261;-2,75289;0,131642759;VALID;-0,006319959;-0,04108804;0,9991356;-0,3624154;-2,354881;0,125959948;2;1
47034;1E+18;6,37486E+13;VALID;0,01479014;-0,04806542;0,9987347;0,8484241;-2,755309;0,129493654;VALID;-0,00647465;-0,04118605;0,9991305;-0,3712878;-2,360504;0,125948921;2;1
47035;1E+18;6,37486E+13;VALID;0,01499003;-0,04813146;0,9987285;0,8598943;-2,759106;0,128936619;VALID;-0,006303315;-0,04100723;0,999139;-0,3614598;-2,350247;0,124692596;2;1
47036;1E+18;6,37486E+13;VALID;0,01505322;-0,04809263;0,9987295;0,8635178;-2,756881;0,127583697;VALID;-0,006151864;-0,04082774;0,9991472;-0,3527722;-2,339952;0,124934725;2;1
47037;1E+18;6,37486E+13;VALID;0,01492957;-0,04808627;0,9987316;0,8564239;-2,756511;0,127916619;VALID;-0,006052021;-0,04063388;0,9991558;-0,347044;-2,328834;0,124908835;2;1
47038;1E+18;6,37486E+13;VALID;0,01480996;-0,04802762;0,9987362;0,8495599;-2,753141;0,127916619;VALID;-0,005919509;-0,04062338;0,999157;-0,3394451;-2,328229;0,123377994;2;1
47039;1E+18;6,37486E+13;VALID;0,01499777;-0,04807452;0,9987311;0,8603359;-2,75584;0,126296714;VALID;-0,005935275;-0,04052151;0,9991611;-0,3403477;-2,322388;0,123079509;2;1
47040;1E+18;6,37486E+13;VALID;0,01509169;-0,04812147;0,9987275;0,8657262;-2,758537;0,12558043;VALID;-0,006074841;-0,04021797;0,9991724;-0,3483467;-2,304984;0,121899575;2;1
47041;1E+18;6,37486E+13;VALID;0,01538995;-0,04826883;0,9987158;0,8828433;-2,767003;0,124877155;VALID;-0,006266625;-0,04015945;0,9991736;-0,3593434;-2,301631;0,120576493;2;1
47042;1E+18;6,37486E+13;VALID;0,01558925;-0,04827444;0,9987124;0,8942772;-2,767334;0,12413457;VALID;-0,006308512;-0,04005346;0,9991776;-0,3617438;-2,295554;0,120452091;2;1
47043;1E+18;6,37486E+13;VALID;0,01581234;-0,04824642;0,9987103;0,9070743;-2,765736;0,123557575;VALID;-0,006341054;-0,03983139;0,9991863;-0,3636066;-2,28282;0,119602226;2;1
47044;1E+18;6,37486E+13;VALID;0,01605552;-0,04823589;0,9987069;0,921025;-2,765142;0,122542597;VALID;-0,006424522;-0,03981697;0,9991863;-0,3683927;-2,281995;0,118989363;2;1
47045;1E+18;6,37486E+13;VALID;0,01626489;-0,04825348;0,9987027;0,9330377;-2,766161;0,122060433;VALID;-0,006583473;-0,03974501;0,9991882;-0,3775062;-2,277871;0,118840151;2;1
47046;1E+18;6,37486E+13;VALID;0,01633075;-0,04832046;0,9986984;0,9368189;-2,770006;0,121745355;VALID;-0,006869194;-0,03970546;0,9991878;-0,3938895;-2,275607;0,118384935;2;1
47047;1E+18;6,37486E+13;VALID;0,01657012;-0,04835131;0,9986929;0,950553;-2,771787;0,121263839;VALID;-0,006937522;-0,03972184;0,9991867;-0,3978079;-2,276547;0,117428966;2;1
47048;1E+18;6,37486E+13;VALID;0,0168418;-0,04834444;0,9986887;0,9661393;-2,771406;0,120887101;VALID;-0,006988035;-0,03962946;0,99919;-0,4007029;-2,271251;0,116810106;2;1
47049;1E+18;6,37486E+13;VALID;0,01698864;-0,0483594;0,9986855;0,9745644;-2,772271;0,119582325;VALID;-0,007257112;-0,03971588;0,9991847;-0,4161339;-2,276211;0,116246253;2;1
47050;1E+18;6,37486E+13;VALID;0,01713354;-0,04843771;0,9986792;0,9828815;-2,776771;0,11926154;VALID;-0,007452975;-0,03969397;0,9991841;-0,4273648;-2,274958;0,118720017;2;1
47051;1E+18;6,37486E+13;VALID;0,0173137;-0,04839191;0,9986783;0,9932151;-2,774152;0,118906744;VALID;-0,007527012;-0,03973596;0,9991819;-0,431611;-2,277367;0,119453728;2;1
47052;1E+18;6,37486E+13;VALID;0,01747914;-0,04837424;0,9986764;1,002706;-2,773146;0,118393019;VALID;-0,007529865;-0,03978943;0,9991797;-0,4317755;-2,280433;0,118617907;2;1
47053;1E+18;6,37486E+13;VALID;0,01758434;-0,04834881;0,9986757;1,00874;-2,771692;0,118296832;VALID;-0,007637422;-0,03979202;0,9991788;-0,4379432;-2,280584;0,11832206;2;1
47054;1E+18;6,37486E+13;VALID;0,0176988;-0,0483754;0,9986724;1,015308;-2,773223;0,117687009;VALID;-0,00783323;-0,03980953;0,9991766;-0,4491717;-2,281591;0,118043229;2;1
47055;1E+18;6,37486E+13;VALID;0,0177944;-0,0483245;0,9986731;1,02079;-2,770308;0,117293172;VALID;-0,007901999;-0,0397288;0,9991792;-0,4531136;-2,276963;0,117704704;2;1
47056;1E+18;6,37486E+13;VALID;0,01793139;-0,0482357;0,998675;1,028645;-2,76522;0,117038287;VALID;-0,007930286;-0,03976735;0,9991775;-0,4547364;-2,279174;0,114218593;2;1
47057;1E+18;6,37486E+13;VALID;0,01797844;-0,04809352;0,998681;1,031338;-2,757065;0,11700736;VALID;-0,007967276;-0,03981254;0,9991754;-0,4568584;-2,281766;0,11827603;2;1
47058;1E+18;6,37486E+13;VALID;0,01815616;-0,04786749;0,9986887;1,041523;-2,744106;0,11627318;VALID;-0,007988701;-0,03986526;0,9991731;-0,4580879;-2,28479;0,11827603;2;1
47059;1E+18;6,37486E+13;VALID;0,01818574;-0,04762883;0,9986995;1,043208;-2,730416;0,11599832;VALID;-0,008093535;-0,03982979;0,9991737;-0,4640988;-2,282758;0,117121436;2;1
47060;1E+18;6,37486E+13;VALID;0,01824343;-0,04741434;0,9987087;1,046507;-2,718113;0,116047598;VALID;-0,008140943;-0,03962476;0,9991814;-0,4668135;-2,271002;0,115437299;2;1
47061;1E+18;6,37486E+13;VALID;0,0182262;-0,04717213;0,9987205;1,045506;-2,704217;0,115688562;VALID;-0,008147054;-0,03962816;0,9991813;-0,467164;-2,271196;0,115827613;2;1
47062;1E+18;6,37486E+13;VALID;0,01823776;-0,04701526;0,9987277;1,046162;-2,695218;0,115361981;VALID;-0,008257025;-0,0394556;0,9991872;-0,4734667;-2,261303;0,114722982;2;1
47063;1E+18;6,37486E+13;VALID;0,01825889;-0,0468825;0,9987335;1,047367;-2,687603;0,114775248;VALID;-0,00830788;-0,03929184;0,9991933;-0,4763798;-2,251914;0,113790572;2;1
47064;1E+18;6,37486E+13;VALID;0,01825901;-0,04674909;0,9987398;1,047367;-2,679949;0,114811309;VALID;-0,0085172;-0,03916014;0,9991966;-0,4883801;-2,244366;0,114892267;2;1
47065;1E+18;6,37486E+13;VALID;0,01825594;-0,04660894;0,9987464;1,047185;-2,671909;0,114870004;VALID;-0,00869411;-0,03898476;0,999202;-0,4985211;-2,234313;0,114108771;2;1
47066;1E+18;6,37486E+13;VALID;0,0182496;-0,04645364;0,9987537;1,046813;-2,662999;0,114542522;VALID;-0,008801263;-0,03890531;0,9992042;-0,5046638;-2,229759;0,114105828;2;1
47067;1E+18;6,37486E+13;VALID;0,01826948;-0,04638897;0,9987563;1,047951;-2,659291;0,114397407;VALID;-0,008828042;-0,03886835;0,9992054;-0,5061986;-2,22764;0,114966996;2;1
47068;1E+18;6,37486E+13;VALID;0,0182679;-0,04635653;0,9987579;1,047858;-2,657429;0,114437237;VALID;-0,008922623;-0,03865702;0,9992127;-0,5116179;-2,215524;0,114203498;2;1
47069;1E+18;6,37486E+13;VALID;0,0183051;-0,04625932;0,9987617;1,049988;-2,651855;0,114114553;VALID;-0,008955946;-0,03862248;0,9992138;-0,5135279;-2,213545;0,114882797;2;1
47070;1E+18;6,37486E+13;VALID;0,01830424;-0,0462075;0,9987642;1,049936;-2,648881;0,114316501;VALID;-0,009008643;-0,03859646;0,9992143;-0,5165491;-2,212054;0,113786504;2;1
47071;1E+18;6,37486E+13;VALID;0,01829704;-0,04622222;0,9987636;1,049524;-2,649726;0,11412885;VALID;-0,009017294;-0,03858494;0,9992146;-0,517045;-2,211393;0,114812024;2;1
47072;1E+18;6,37486E+13;VALID;0,01834305;-0,04621023;0,9987633;1,052162;-2,64904;0,114374988;VALID;-0,009090621;-0,03863331;0,9992121;-0,5212505;-2,214168;0,114698298;2;1
47073;1E+18;6,37486E+13;VALID;0,01836504;-0,0461692;0,9987648;1,053422;-2,646687;0,114023775;VALID;-0,009167787;-0,03865699;0,9992105;-0,5256758;-2,215527;0,114698298;2;1
47074;1E+18;6,37486E+13;VALID;0,01838004;-0,04616411;0,9987648;1,054282;-2,646396;0,1138677;VALID;-0,009185975;-0,0386297;0,9992114;-0,5267182;-2,213963;0,115061872;2;1
47075;1E+18;6,37486E+13;VALID;0,01839791;-0,04612904;0,9987661;1,055305;-2,644385;0,114278428;VALID;-0,009165766;-0,03859437;0,9992129;-0,5255586;-2,211937;0,114322148;2;1
47076;1E+18;6,37486E+13;VALID;0,01839192;-0,04614383;0,9987655;1,054963;-2,645233;0,1142058;VALID;-0,008929471;-0,03857227;0,9992159;-0,5120089;-2,210665;0,114601336;2;1
47077;1E+18;6,37486E+13;VALID;0,01844017;-0,0461272;0,9987653;1,05773;-2,644282;0,114527985;VALID;-0,009027336;-0,03858927;0,9992144;-0,5176209;-2,211642;0,11437767;2;1
47078;1E+18;6,37486E+13;VALID;0,01849135;-0,04612865;0,9987643;1,060666;-2,644368;0,11412517;VALID;-0,00879983;-0,03855509;0,9992177;-0,5045748;-2,209677;0,114601336;2;1
47079;1E+18;6,37486E+13;VALID;0,01852953;-0,04620983;0,9987599;1,06286;-2,649027;0,114452735;VALID;-0,00895538;-0,03855366;0,9992164;-0,5134941;-2,209598;0,114571512;2;1
47080;1E+18;6,37486E+13;VALID;0,01860143;-0,04627938;0,9987553;1,066988;-2,65302;0,114332803;VALID;-0,008904569;-0,03863969;0,9992135;-0,5105823;-2,21453;0,115719944;2;1
47081;1E+18;6,37486E+13;VALID;0,01862339;-0,04635771;0,9987513;1,068252;-2,657515;0,114587389;VALID;-0,008942327;-0,03873325;0,9992096;-0,5127493;-2,219896;0,11531584;2;1
47082;1E+18;6,37486E+13;VALID;0,01866315;-0,04643724;0,9987469;1,070537;-2,662079;0,114197567;VALID;-0,008898213;-0,03872102;0,9992104;-0,5102194;-2,219194;0,11558672;2;1
47083;1E+18;6,37486E+13;VALID;0,01862041;-0,0464483;0,9987471;1,068085;-2,662712;0,114845037;VALID;-0,008837515;-0,03869594;0,999212;-0,5067384;-2,217755;0,11558672;2;1
47084;1E+18;6,37486E+13;VALID;0,01856148;-0,04642024;0,9987496;1,064703;-2,661099;0,114766724;VALID;-0,008751724;-0,03877594;0,9992096;-0,5018207;-2,22234;0,116244733;2;1
47085;1E+18;6,37486E+13;VALID;0,01853078;-0,04640376;0,9987509;1,062941;-2,660152;0,114748619;VALID;-0,00879694;-0,03901783;0,9991998;-0,5044181;-2,236211;0,116136149;2;1
47086;1E+18;6,37486E+13;VALID;0,01849506;-0,04637398;0,9987529;1,060891;-2,658442;0,114988036;VALID;-0,008730761;-0,03916154;0,9991947;-0,5006261;-2,244451;0,116028771;2;1
47087;1E+18;6,37486E+13;VALID;0,01844342;-0,04641444;0,998752;1,05793;-2,66076;0,114748657;VALID;-0,00866791;-0,03939849;0,999186;-0,4970268;-2,258037;0,117245242;2;1
47088;1E+18;6,37486E+13;VALID;0,01847811;-0,04640353;0,9987519;1,05992;-2,660136;0,115433082;VALID;-0,008622102;-0,0395738;0,9991794;-0,4944035;-2,268088;0,117245242;2;1
47089;1E+18;6,37486E+13;VALID;0,01847595;-0,04640187;0,998752;1,059796;-2,660041;0,11546538;VALID;-0,008578752;-0,03973615;0,9991734;-0,4919208;-2,277397;0,117245242;2;1
47090;1E+18;6,37486E+13;VALID;0,01841233;-0,04648051;0,9987495;1,05615;-2,664549;0,115722373;VALID;-0,008514626;-0,03986083;0,999169;-0,4882461;-2,284545;0,117245242;2;1
47091;1E+18;6,37486E+13;VALID;0,01840326;-0,04648703;0,9987494;1,05563;-2,664922;0,115909316;VALID;-0,008500249;-0,04006716;0,9991608;-0,4874257;-2,296377;0,118062802;2;1
47092;1E+18;6,37486E+13;VALID;0,01837963;-0,04651537;0,9987485;1,054276;-2,666547;0,115551136;VALID;-0,008511809;-0,04034081;0,9991497;-0,4880939;-2,312069;0,118281133;2;1
47093;1E+18;6,37486E+13;VALID;0,0183118;-0,04655842;0,9987477;1,050387;-2,669013;0,116459474;VALID;-0,008524168;-0,04057225;0,9991403;-0,4888073;-2,325341;0,118817121;2;1
47094;1E+18;6,37486E+13;VALID;0,01824566;-0,04655426;0,9987491;1,046592;-2,668772;0,116623476;VALID;-0,008488879;-0,04072977;0,9991341;-0,4867867;-2,334374;0,118559599;2;1
47095;1E+18;6,37486E+13;VALID;0,01812255;-0,04661656;0,9987484;1,039533;-2,67234;0,116300687;VALID;-0,008459946;-0,04086176;0,999129;-0,4851302;-2,341942;0,118559599;2;1
47096;1E+18;6,37486E+13;VALID;0,01798571;-0,04662275;0,9987506;1,031683;-2,672688;0,116800033;VALID;-0,008424064;-0,04097237;0,9991248;-0,4830747;-2,348285;0,118559599;2;1
47097;1E+18;6,37486E+13;VALID;0,01765194;-0,04669926;0,998753;1,012539;-2,677062;0,116791166;VALID;-0,008555105;-0,04128415;0,9991108;-0,4905957;-2,366167;0,119799852;2;1
47098;1E+18;6,37486E+13;VALID;0,01215201;-0,0480172;0,9987726;0,6970802;-2,752445;0,117147371;VALID;-0,01104348;-0,04261167;0,9990306;-0,6333332;-2,442357;0,11924015;2;1
47099;1E+18;6,37486E+13;VALID;-0,01155941;-0,05266011;0,9985456;-0,6632406;-3,0188;0,118380338;VALID;-0,02826425;-0,04687145;0,998501;-1,62142;-2,687595;0,122130409;2;0,864691675
47100;1E+18;6,37486E+13;VALID;-0,04433181;-0,06056769;0,9971792;-2,545535;-3,47582;0,122709133;VALID;-0,06320821;-0,05635113;0,9964082;-3,629755;-3,236872;0,124394864;2;0,364555031
47101;1E+18;6,37486E+13;VALID;-0,1034836;-0,08077329;0,9913459;-5,959347;-4,65808;0,121745028;VALID;-0,119031;-0,07434599;0,9901032;-6,855247;-4,294232;0,126850903;2;0
47102;1E+18;6,37486E+13;VALID;-0,1795053;-0,1073755;0,9778795;-10,40175;-6,266225;0,123320349;VALID;-0,1909385;-0,09819815;0,9766778;-11,06169;-5,741396;0,126983479;2;0
47103;1E+18;6,37486E+13;VALID;-0,2372865;-0,1333151;0,9622485;-13,85253;-7,887856;0,123750992;VALID;-0,2919907;-0,1200689;0,9488545;-17,10469;-7,211929;0,121750444;0,973869264;0
47104;1E+18;6,37486E+13;VALID;-0,2863415;-0,1571835;0,9451465;-16,8547;-9,442211;0,123678409;VALID;-0,3958008;-0,1369347;0,9080697;-23,55097;-8,575451;0,122468591;0,473223388;0
47105;1E+18;6,37486E+13;VALID;-0,3194045;-0,1766378;0,9310101;-18,93571;-10,74287;0,123264648;VALID;-0,4355215;-0,1492163;0,8877249;-26,13276;-9,541562;0,12533085;0,428874701;0
47106;1E+18;6,37486E+13;VALID;-0,3381267;-0,1900256;0,9217161;-20,1453;-11,64917;0,125000045;VALID;-0,4908324;-0,1547071;0,8574085;-29,78943;-10,22816;0,121289574;0,31604895;0
47107;1E+18;6,37486E+13;VALID;-0,3455353;-0,1979073;0,9172993;-20,64077;-12,17495;0,125221744;VALID;-0,4267494;-0,1602124;0,8900657;-25,61578;-10,20401;0,12261223;0,552212536;0
47108;1E+18;6,37486E+13;VALID;-0,3490002;-0,2022855;0,9150298;-20,87728;-12,46587;0,125221759;VALID;-0,4003133;-0,1625889;0,9018393;-23,93574;-10,21984;0,122596294;0,6975981;0
47109;1E+18;6,37486E+13;VALID;-0,3514767;-0,2047727;0,9135274;-21,04407;-12,63435;0,125547901;VALID;-0,4724162;-0,1618869;0,8663808;-28,60255;-10,58391;0,122360334;0,38490355;0
47110;1E+18;6,37486E+13;VALID;-0,3520846;-0,2067437;0,9128491;-21,09155;-12,76117;0,125628799;VALID;-0,5068829;-0,1616242;0,8467274;-30,90633;-10,80668;0,122361474;0,302715749;0
47111;1E+18;6,37486E+13;VALID;-0,3526268;-0,2075002;0,9124681;-21,12922;-12,8115;0,125710919;VALID;-0,4584308;-0,1656625;0,8731536;-27,70077;-10,74298;0,122221567;0,4345119;0
47112;1E+18;6,37486E+13;VALID;-0,3529418;-0,2084268;0,9121351;-21,15346;-12,87135;0,125713259;VALID;-0,4425946;-0,1657591;0,8812684;-26,66693;-10,65239;0,122471772;0,493724406;0
47113;1E+18;6,37486E+13;VALID;-0,3553201;-0,2078769;0,9113368;-21,30026;-12,84939;0,126683757;VALID;-0,4325542;-0,1667057;0,8860621;-26,02052;-10,6552;0,123750195;0,554247856;0
47114;1E+18;6,37486E+13;VALID;-0,3571469;-0,2076202;0,910681;-21,4139;-12,84298;0,12664941;VALID;-0,4143413;-0,1680206;0,8944777;-24,85459;-10,63859;0,123286851;0,667908847;0
47115;1E+18;6,37486E+13;VALID;-0,3583919;-0,2075982;0,9101968;-21,49215;-12,84827;0,126630932;VALID;-0,3983179;-0,1690859;0,9015281;-23,83706;-10,62269;0,125109181;0,754762769;0
47116;1E+18;6,37486E+13;VALID;-0,3593471;-0,2073628;0,9098738;-21,55113;-12,83859;0,126357496;VALID;-0,3872883;-0,1702428;0,9061044;-23,14289;-10,64092;0,123409025;2;0
47117;1E+18;6,37486E+13;VALID;-0,3596493;-0,2080046;0,9096079;-21,57332;-12,88064;0,126329824;VALID;-0,3781142;-0,170719;0,9098817;-22,56602;-10,62672;0,124279939;2;0
47118;1E+18;6,37486E+13;VALID;-0,3603256;-0,2076852;0,9094132;-21,61435;-12,86418;0,12679337;VALID;-0,3721939;-0,170575;0,9123464;-22,19312;-10,58993;0,125197321;2;0
47119;1E+18;6,37486E+13;VALID;-0,3604691;-0,2079837;0,9092881;-21,62486;-12,88377;0,125471801;VALID;-0,3684306;-0,1705748;0,9138726;-21,95698;-10,57263;0,124943189;2;0
47120;1E+18;6,37486E+13;VALID;-0,3607097;-0,2080712;0,9091726;-21,64046;-12,89059;0,12556982;VALID;-0,3658816;-0,1704659;0,9149164;-21,79682;-10,55425;0,125819698;2;0
47121;1E+18;6,37486E+13;VALID;-0,3603549;-0,207909;0,9093505;-21,61729;-12,87844;0,126490116;VALID;-0,4043271;-0,1691817;0,898831;-24,21996;-10,65973;0,124555297;0,739368916;0
47122;1E+18;6,37486E+13;VALID;-0,3607369;-0,207342;0,9093284;-21,63857;-12,84479;0,12767148;VALID;-0,4601252;-0,165923;0,8722124;-27,81335;-10,77081;0,12491791;0,456060112;0
47123;1E+18;6,37486E+13;VALID;-0,360696;-0,2069627;0,909431;-21,63413;-12,82067;0,127021015;VALID;-0,4936113;-0,1635358;0,8541685;-30,02298;-10,83847;0,125884682;0,349531889;0
47124;1E+18;6,37486E+13;VALID;-0,3609296;-0,2063663;0,9094739;-21,64592;-12,78436;0,128577948;VALID;-0,5156849;-0,1623512;0,8412557;-31,50806;-10,92304;0,123785615;0,300941825;0
47125;1E+18;6,37486E+13;VALID;-0,3609667;-0,205906;0,9095635;-21,646;-12,75556;0,12848933;VALID;-0,5257285;-0,162077;0,8350692;-32,19299;-10,98387;0,125569195;0,282525063;0
47126;1E+18;6,37486E+13;VALID;-0,3610752;-0,2055439;0,9096023;-21,65107;-12,73333;0,128588915;VALID;-0,5297642;-0,1623574;0,8324602;-32,47202;-11,03605;0,124072574;0,276002526;0
47127;1E+18;6,37486E+13;VALID;-0,3612246;-0,205164;0,9096288;-21,65862;-12,71021;0,128710985;VALID;-0,5325735;-0,1628312;0,830573;-32,66849;-11,09198;0,124357715;0,271843165;0
47128;1E+18;6,37486E+13;VALID;-0,3613015;-0,2049336;0,9096502;-21,66235;-12,69611;0,128904834;VALID;-0,5332209;-0,1634116;0,8300434;-32,71674;-11,13745;0,124289237;0,271180183;0
47129;1E+18;6,37486E+13;VALID;-0,3613801;-0,2047737;0,909655;-21,66652;-12,68646;0,129067719;VALID;-0,5341622;-0,1640167;0,8293186;-32,78549;-11,18718;0,123927556;0,270008802;0
47130;1E+18;6,37486E+13;VALID;-0,3613733;-0,2049369;0,9096209;-21,66689;-12,6967;0,127453908;VALID;-0,5350504;-0,1642603;0,8286976;-32,8484;-11,21156;0,123558424;0,268577039;0
47131;1E+18;6,37486E+13;VALID;-0,3614672;-0,2048424;0,9096048;-21,67234;-12,69126;0,128969789;VALID;-0,5345812;-0,1642758;0,8289972;-32,81606;-11,20864;0,123185359;0,269507587;0
