Frame;CaptureTime;LogTime;LeftEyeStatus;LeftEyeForward_x;LeftEyeForward_y;LeftEyeForward_z;LeftAngle_x;LeftAngle_y;LeftEyePupilSize;RightEyeStatus;RightEyeForward_x;RightEyeForward_y;RightEyeForward_z;RightAngle_x;RightAngle_y;RightEyePupilSize;FocusDistance;FocusStability
46329;1E+18;6,37486E+13;VALID;0,01723307;-0,05054163;0,9985732;0,9886949;-2,897487;0,130974397;VALID;-0,004212194;-0,0422042;0,9991001;-0,2415569;-2,418862;0,131113067;2;0
46330;1E+18;6,37486E+13;VALID;0,01602994;-0,05089916;0,9985752;0,9196797;-2,917943;0,131491899;VALID;-0,003977339;-0,04243175;0,9990914;-0,2280908;-2,43191;0,130820528;2;0
46331;1E+18;6,37486E+13;VALID;0,01517382;-0,0511016;0,9985782;0,8705666;-2,929519;0,131606355;VALID;-0,003896311;-0,04270501;0,9990801;-0,2234466;-2,44758;0,131191626;2;0
46332;1E+18;6,37486E+13;VALID;0,0147097;-0,05127684;0,9985762;0,8439443;-2,939553;0,131428018;VALID;-0,003897248;-0,0429772;0,9990684;-0,2235029;-2,46319;0,13279435;2;0,332665622
46333;1E+18;6,37486E+13;VALID;0,01406411;-0,05178987;0,9985589;0,8069239;-2,968963;0,131491899;VALID;-0,003940289;-0,04328792;0,9990548;-0,2259744;-2,48101;0,132922068;2;0,694523692
46334;1E+18;6,37486E+13;VALID;0,01337636;-0,05196473;0,9985594;0,7674689;-2,978968;0,132061243;VALID;-0,003842611;-0,04349024;0,9990464;-0,2203745;-2,492612;0,132614791;2;0,859277308
46335;1E+18;6,37486E+13;VALID;0,01286463;-0,05221614;0,9985529;0,7381161;-2,993374;0,131991535;VALID;-0,00388673;-0,04358718;0,9990421;-0,2229056;-2,498172;0,132899106;2;0,965558112
46336;1E+18;6,37486E+13;VALID;0,01231117;-0,05249106;0,9985455;0,7063696;-3,009127;0,132229328;VALID;-0,003929362;-0,04364138;0,9990395;-0,2253512;-2,501281;0,132857114;2;1
46337;1E+18;6,37486E+13;VALID;0,01195244;-0,05276256;0,9985356;0,6857962;-3,024693;0,131737143;VALID;-0,003864322;-0,04385763;0,9990303;-0,2216232;-2,513682;0,132341057;2;1
46338;1E+18;6,37486E+13;VALID;0,01164552;-0,05285216;0,9985344;0,6681885;-3,029823;0,131870747;VALID;-0,003920437;-0,0437766;0,9990336;-0,2248406;-2,509035;0,133096948;2;1
46339;1E+18;6,37486E+13;VALID;0,01156995;-0,05306363;0,9985241;0,6638591;-3,041955;0,132237375;VALID;-0,003975912;-0,04376147;0,9990341;-0,228022;-2,508168;0,133096948;2;1
46340;1E+18;6,37486E+13;VALID;0,01137871;-0,05332043;0,9985126;0,6528951;-3,056683;0,131959349;VALID;-0,004025305;-0,04369597;0,9990368;-0,2308541;-2,504412;0,132097423;2;1
46341;1E+18;6,37486E+13;VALID;0,01117319;-0,0534472;0,9985082;0,6411061;-3,06395;0,131693169;VALID;-0,003814555;-0,04370101;0,9990374;-0,2187674;-2,504699;0,131966859;2;1
46342;1E+18;6,37486E+13;VALID;0,01088936;-0,05368627;0,9984985;0,6248277;-3,077659;0,131120563;VALID;-0,003683932;-0,04361916;0,9990414;-0,2112753;-2,500004;0,130757257;2;1
46343;1E+18;6,37486E+13;VALID;0,01056342;-0,05394153;0,9984882;0,6061332;-3,092295;0,130804807;VALID;-0,003578308;-0,04351372;0,9990464;-0,2052168;-2,493956;0,132359102;2;1
46344;1E+18;6,37486E+13;VALID;0,01039683;-0,05413541;0,9984795;0,5965798;-3,103415;0,130679637;VALID;-0,003470879;-0,04351063;0,9990469;-0,1990557;-2,493778;0,131841853;2;1
46345;1E+18;6,37486E+13;VALID;0,01027658;-0,05431166;0,9984711;0,5896856;-3,113525;0,130324885;VALID;-0,00355128;-0,04382598;0,9990329;-0,2036695;-2,511864;0,130845159;2;1
46346;1E+18;6,37486E+13;VALID;0,01010505;-0,05449035;0,9984632;0,5798482;-3,123774;0,129643962;VALID;-0,003460667;-0,04372891;0,9990374;-0,1984719;-2,506296;0,131415203;2;1
46347;1E+18;6,37486E+13;VALID;0,00977991;-0,05461003;0,9984599;0,5611939;-3,130631;0,129689619;VALID;-0,003443463;-0,04392873;0,9990287;-0,1974869;-2,517756;0,130668625;2;1
46348;1E+18;6,37486E+13;VALID;0,009459214;-0,05464092;0,9984612;0,5427921;-3,132394;0,129186735;VALID;-0,003422582;-0,04400859;0,9990253;-0,1962901;-2,522336;0,130392209;2;1
46349;1E+18;6,37486E+13;VALID;0,008965668;-0,05466598;0,9984645;0,5144711;-3,133818;0,128887177;VALID;-0,00330323;-0,04398602;0,9990267;-0,1894449;-2,52104;0,131171018;2;1
46350;1E+18;6,37486E+13;VALID;0,008537474;-0,05468797;0,998467;0,4899004;-3,135068;0,128887177;VALID;-0,003056169;-0,04398339;0,9990276;-0,1752755;-2,520888;0,130761564;2;1
46351;1E+18;6,37486E+13;VALID;0,00831423;-0,05477415;0,9984642;0,477092;-3,140008;0,127312109;VALID;-0,003151357;-0,04410281;0,999022;-0,1807356;-2,527738;0,127215877;2;1
46352;1E+18;6,37486E+13;VALID;0,008240367;-0,0548259;0,9984619;0,4728549;-3,142975;0,126549184;VALID;-0,003237074;-0,04422132;0,9990165;-0,1856526;-2,534534;0,127215877;2;1
46353;1E+18;6,37486E+13;VALID;0,008165216;-0,05486214;0,9984605;0,4685433;-3,145053;0,1266682;VALID;-0,003218625;-0,04420578;0,9990172;-0,1845944;-2,533644;0,127313629;2;1
46354;1E+18;6,37486E+13;VALID;0,008048906;-0,05489269;0,9984598;0,4618697;-3,146803;0,12624675;VALID;-0,003233782;-0,0442969;0,9990132;-0,1854644;-2,538869;0,12672089;2;1
46355;1E+18;6,37486E+13;VALID;0,008073899;-0,0549517;0,9984564;0,4633054;-3,15019;0,125618309;VALID;-0,003332465;-0,04428678;0,9990133;-0,191124;-2,53829;0,126359776;2;1
46356;1E+18;6,37486E+13;VALID;0,008013993;-0,05497516;0,9984556;0,4598683;-3,151535;0,125559375;VALID;-0,00337582;-0,04449878;0,9990037;-0,1936124;-2,550449;0,125479952;2;1
46357;1E+18;6,37486E+13;VALID;0,007928592;-0,05509896;0,9984494;0,4549708;-3,158637;0,124902017;VALID;-0,003540984;-0,04469204;0,9989945;-0,2030868;-2,561534;0,12564382;2;1
46358;1E+18;6,37486E+13;VALID;0,007887076;-0,05510479;0,9984494;0,4525885;-3,15897;0,124144264;VALID;-0,003595674;-0,04453867;0,9990012;-0,206222;-2,552739;0,125009015;2;1
46359;1E+18;6,37486E+13;VALID;0,007857407;-0,05514089;0,9984477;0,4508869;-3,161041;0,123619922;VALID;-0,003400375;-0,04441739;0,9990073;-0,19502;-2,545781;0,123680957;2;1
46360;1E+18;6,37486E+13;VALID;0,007870262;-0,0551149;0,998449;0,4516239;-3,15955;0,123566397;VALID;-0,003436151;-0,04445586;0,9990054;-0,1970722;-2,547988;0,123900741;2;1
46361;1E+18;6,37486E+13;VALID;0,0080114;-0,05515453;0,9984457;0,4597241;-3,161828;0,123079926;VALID;-0,003569905;-0,04446658;0,9990045;-0,2047435;-2,548604;0,122744948;2;1
46362;1E+18;6,37486E+13;VALID;0,008051981;-0,05522012;0,9984418;0,4620545;-3,165593;0,122880965;VALID;-0,003536369;-0,04443125;0,9990062;-0,2028197;-2,546577;0,123862624;2;1
46363;1E+18;6,37486E+13;VALID;0,008149466;-0,05512571;0,9984462;0,4676463;-3,160177;0,12288896;VALID;-0,003645717;-0,04444576;0,9990051;-0,2090913;-2,547411;0,123283707;2;1
46364;1E+18;6,37486E+13;VALID;0,008239656;-0,05518039;0,9984424;0,4728232;-3,163317;0,12248759;VALID;-0,003940077;-0,04451112;0,9990011;-0,2259743;-2,551162;0,123103112;2;1
46365;1E+18;6,37486E+13;VALID;0,008331606;-0,05516498;0,9984425;0,4780994;-3,162436;0,121614709;VALID;-0,004233356;-0,04456851;0,9989974;-0,2427954;-2,554456;0,122219495;2;1
46366;1E+18;6,37486E+13;VALID;0,008401462;-0,05511071;0,9984449;0,4821067;-3,159323;0,121430039;VALID;-0,004514725;-0,04451989;0,9989983;-0,2589323;-2,551672;0,121766753;2;1
46367;1E+18;6,37486E+13;VALID;0,008477917;-0,05505665;0,9984472;0,4864926;-3,156223;0,120934062;VALID;-0,004614916;-0,04452948;0,9989974;-0,2646787;-2,552222;0,12467885;2;1
46368;1E+18;6,37486E+13;VALID;0,008556649;-0,05500487;0,9984494;0,4910092;-3,153254;0,120819688;VALID;-0,004860678;-0,04458665;0,9989937;-0,2787746;-2,555505;0,121260561;2;1
46369;1E+18;6,37486E+13;VALID;0,008667142;-0,05497921;0,9984499;0,4973491;-3,151784;0,120354608;VALID;-0,004832129;-0,044484;0,9989984;-0,2771361;-2,549617;0,124246351;2;1
46370;1E+18;6,37486E+13;VALID;0,00868376;-0,05488745;0,9984548;0,4983002;-3,146519;0,120008215;VALID;-0,004902297;-0,04439767;0,9990019;-0,2811593;-2,544666;0,123848356;2;1
46371;1E+18;6,37486E+13;VALID;0,008788613;-0,05483077;0,998457;0,5043156;-3,14327;0,119953349;VALID;-0,005059496;-0,04438148;0,9990019;-0,2901749;-2,54374;0,123472065;2;1
46372;1E+18;6,37486E+13;VALID;0,008910181;-0,05472792;0,9984615;0,5112888;-3,137371;0,119858176;VALID;-0,005336737;-0,04434672;0,9990019;-0,3060751;-2,54175;0,123473302;2;1
46373;1E+18;6,37486E+13;VALID;0,009020081;-0,05471357;0,9984614;0,5175949;-3,13655;0,119883627;VALID;-0,00541016;-0,04428938;0,9990041;-0,3102854;-2,538462;0,123552725;2;1
46374;1E+18;6,37486E+13;VALID;0,009120124;-0,0546938;0,9984615;0,5233352;-3,135419;0,119172871;VALID;-0,005491164;-0,04425465;0,9990052;-0,3149306;-2,536471;0,12315651;2;1
46375;1E+18;6,37486E+13;VALID;0,009178414;-0,05468463;0,9984615;0,5266799;-3,134894;0,119156614;VALID;-0,005698408;-0,04424152;0,9990046;-0,3268165;-2,535721;0,122915141;2;1
46376;1E+18;6,37486E+13;VALID;0,009230774;-0,05467209;0,9984617;0,5296841;-3,134176;0,119305469;VALID;-0,005490684;-0,04412257;0,999011;-0,3149013;-2,528896;0,122902371;2;1
46377;1E+18;6,37486E+13;VALID;0,009312429;-0,05466778;0,9984612;0,5343697;-3,133931;0,119083092;VALID;-0,005308203;-0,04402275;0,9990164;-0,3044342;-2,523169;0,122902371;2;1
46378;1E+18;6,37486E+13;VALID;0,009390272;-0,0545922;0,9984646;0,5388345;-3,129596;0,118900292;VALID;-0,005131295;-0,04394524;0,9990208;-0,2942872;-2,518721;0,122902371;2;1
46379;1E+18;6,37486E+13;VALID;0,009406749;-0,054628;0,9984624;0,539781;-3,131652;0,11859981;VALID;-0,005343665;-0,04396488;0,9990188;-0,3064672;-2,51985;0,119218715;2;1
46380;1E+18;6,37486E+13;VALID;0,009417314;-0,05462747;0,9984624;0,5403873;-3,131621;0,118687905;VALID;-0,0053123;-0,04389805;0,9990219;-0,3046675;-2,516017;0,123052418;2;1
46381;1E+18;6,37486E+13;VALID;0,009465423;-0,05463351;0,9984616;0,5431482;-3,131969;0,118139915;VALID;-0,00525865;-0,04383848;0,9990248;-0,3015898;-2,5126;0,123052418;2;1
46382;1E+18;6,37486E+13;VALID;0,009529655;-0,05460098;0,9984628;0,546833;-3,130104;0,11856316;VALID;-0,005403717;-0,04378932;0,9990262;-0,3099089;-2,509782;0,122521885;2;1
46383;1E+18;6,37486E+13;VALID;0,009572539;-0,05460982;0,9984619;0,5492941;-3,130613;0,118498698;VALID;-0,00562513;-0,04379185;0,9990249;-0,3226074;-2,509931;0,12221618;2;1
46384;1E+18;6,37486E+13;VALID;0,009608662;-0,05455279;0,9984646;0,5513653;-3,127341;0,118272282;VALID;-0,005510619;-0,0437565;0,999027;-0,3160395;-2,507902;0,123052418;2;1
46385;1E+18;6,37486E+13;VALID;0,009668374;-0,05452665;0,9984655;0,554791;-3,125844;0,118212372;VALID;-0,005634636;-0,04365087;0,9990309;-0,3231506;-2,501845;0,12189576;2;1
46386;1E+18;6,37486E+13;VALID;0,009684801;-0,0545065;0,9984664;0,5557331;-3,124687;0,118386142;VALID;-0,005519587;-0,04364494;0,9990318;-0,3165523;-2,501503;0,123052418;2;1
46387;1E+18;6,37486E+13;VALID;0,009733353;-0,05449333;0,9984667;0,5585188;-3,123933;0,118331201;VALID;-0,005702214;-0,04363936;0,9990311;-0,3270261;-2,501186;0,122156739;2;1
46388;1E+18;6,37486E+13;VALID;0,009699021;-0,05442752;0,9984706;0,5565467;-3,120156;0,11823903;VALID;-0,005856816;-0,04357352;0,999033;-0,3358918;-2,497412;0,121840224;2;1
46389;1E+18;6,37486E+13;VALID;0,009697593;-0,05438115;0,9984732;0,5564633;-3,117495;0,118190207;VALID;-0,005987032;-0,04358488;0,9990318;-0,34336;-2,498066;0,121728174;2;1
46390;1E+18;6,37486E+13;VALID;0,009740702;-0,05433637;0,9984752;0,5589356;-3,114926;0,11822702;VALID;-0,006137798;-0,0435381;0,9990329;-0,3520059;-2,495385;0,122024044;2;1
46391;1E+18;6,37486E+13;VALID;0,009743645;-0,05426626;0,9984789;0,5591024;-3,110904;0,117762372;VALID;-0,006247212;-0,04352286;0,9990329;-0,3582807;-2,494513;0,121582285;2;1
46392;1E+18;6,37486E+13;VALID;0,009740862;-0,05418239;0,9984835;0,5589402;-3,106091;0,117805898;VALID;-0,006412863;-0,04350932;0,9990324;-0,3677808;-2,493739;0,12205416;2;1
46393;1E+18;6,37486E+13;VALID;0,009727075;-0,05411085;0,9984875;0,5581469;-3,101985;0,117827922;VALID;-0,006379796;-0,0435663;0,9990302;-0,3658853;-2,497006;0,12177448;2;1
46394;1E+18;6,37486E+13;VALID;0,009727409;-0,05399717;0,9984937;0,5581626;-3,095462;0,117956705;VALID;-0,00644182;-0,04353235;0,9990312;-0,3694419;-2,49506;0,122086063;2;1
46395;1E+18;6,37486E+13;VALID;0,009735094;-0,05387366;0,9985003;0,5585999;-3,088375;0,117794231;VALID;-0,006500638;-0,04350796;0,9990319;-0,3728148;-2,493662;0,121751897;2;1
46396;1E+18;6,37486E+13;VALID;0,009733311;-0,05382869;0,9985027;0,5584962;-3,085795;0,117763497;VALID;-0,006490018;-0,04340346;0,9990366;-0,372204;-2,487669;0,121603519;2;1
46397;1E+18;6,37486E+13;VALID;0,009740954;-0,0537839;0,9985051;0,5589334;-3,083225;0,117644176;VALID;-0,00652664;-0,04328135;0,9990416;-0,3743023;-2,480667;0,121603519;2;1
46398;1E+18;6,37486E+13;VALID;0,009699877;-0,05377157;0,9985061;0,556576;-3,082516;0,117594093;VALID;-0,006519276;-0,04319584;0,9990454;-0,3738786;-2,475762;0,12203262;2;1
46399;1E+18;6,37486E+13;VALID;0,009661549;-0,05368589;0,9985111;0,5543741;-3,077598;0,117657959;VALID;-0,006553682;-0,04305796;0,9990511;-0,3758496;-2,467855;0,121603519;2;1
46400;1E+18;6,37486E+13;VALID;0,009627092;-0,05363213;0,9985144;0,5523953;-3,074512;0,11806298;VALID;-0,006584988;-0,04291074;0,9990572;-0,3776426;-2,459413;0,121603519;2;1
46401;1E+18;6,37486E+13;VALID;0,009402808;-0,05334326;0,9985319;0,5395173;-3,05793;0,11821311;VALID;-0,006802917;-0,04280778;0,9990602;-0,3901391;-2,453512;0,122350074;2;1
46402;1E+18;6,37486E+13;VALID;0,008036837;-0,05105531;0,9986635;0,4610831;-2,926621;0,117868677;VALID;-0,007689876;-0,04123176;0,99912;-0,4409768;-2,363146;0,119324617;2;1
46403;1E+18;6,37486E+13;VALID;0,005723869;-0,04441511;0,9989967;0,3282793;-2,545678;0,116697282;VALID;-0,009370696;-0,0359656;0,9993091;-0,5372568;-2,061212;0,119386613;2;1
46404;1E+18;6,37486E+13;VALID;0,001929478;-0,02748542;0,9996203;0,1105928;-1,575;0,117109917;VALID;-0,01179519;-0,02067958;0,9997166;-0,6759748;-1,18502;0,119194955;2;0,871949553
46405;1E+18;6,37486E+13;VALID;-0,004307411;-0,000312113;0,9999907;-0,2467972;-0,01788294;0,115737632;VALID;-0,014775;0,006756852;0,999868;-0,8465955;0,3871843;0,120586053;2;0,476224899
46406;1E+18;6,37486E+13;VALID;-0,005408136;0,04767967;0,998848;-0,3102177;2,73292;0,113761075;VALID;-0,01669298;0,04651696;0,998778;-0,9575181;2,66656;0,121332198;2;0
46407;1E+18;6,37486E+13;VALID;-0,008278801;0,09377123;0,9955593;-0,4764452;5,380785;0,111286491;VALID;-0,01789561;0,09621109;0,9952;-1,030177;5,521917;0,121826708;2;0
46408;1E+18;6,37486E+13;VALID;-0,005775585;0,1556304;0,9877985;-0,3350004;8,953507;0,114930324;VALID;-0,01712122;0,1420154;0,9897164;-0,9910677;8,165689;0,124748178;2;0
46409;1E+18;6,37486E+13;VALID;-0,003227403;0,2141185;0,9768023;-0,1893074;12,36388;0,115920559;VALID;-0,01528229;0,1852598;0,9825708;-0,8910705;10,67754;0,125027552;2;0
46410;1E+18;6,37486E+13;VALID;-0,000986214;0,2568012;0,9664637;-0,05846664;14,88035;0,11679107;VALID;-0,01381296;0,2203179;0,9753303;-0,8113881;12,72894;0,124595933;2;0
46411;1E+18;6,37486E+13;VALID;0,00297647;0,2807134;0,959787;0,1776838;16,30286;0,116655804;VALID;-0,01132576;0,2401628;0,9706665;-0,6684983;13,89706;0,124669835;2;0
46412;1E+18;6,37486E+13;VALID;0,007432206;0,291369;0,9565819;0,4451531;16,94041;0,116687365;VALID;-0,008624577;0,2494373;0,9683526;-0,5102881;14,44477;0,125494987;2;0
46413;1E+18;6,37486E+13;VALID;0,01141571;0,2969398;0,954828;0,6849826;17,27505;0,116719961;VALID;-0,00612788;0,2540016;0,9671844;-0,3630093;14,71472;0,125182584;2;0
46414;1E+18;6,37486E+13;VALID;0,01486929;0,2993909;0,9540147;0,8929409;17,42301;0,116685964;VALID;-0,003777568;0,2564649;0,9665462;-0,2239289;14,86051;0,125589296;2;0
46415;1E+18;6,37486E+13;VALID;0,01788032;0,3006853;0,9535558;1,074239;17,50166;0,116509549;VALID;-0,00173144;0,2577138;0,9662198;-0,1026724;14,93447;0,125162318;2;0
46416;1E+18;6,37486E+13;VALID;0,02005051;0,3011467;0,953367;1,204825;17,53013;0,117113918;VALID;0,000248958;0,2578487;0,9661853;0,01476345;14,94245;0,12533839;2;0
46417;1E+18;6,37486E+13;VALID;0,02177556;0,3012091;0,9533094;1,308527;17,53453;0,117339581;VALID;0,001943319;0,2578349;0,9661871;0,1152404;14,94166;0,125461176;2;0
46418;1E+18;6,37486E+13;VALID;0,02293671;0,3013153;0,9532487;1,378363;17,54138;0,117690079;VALID;0,003103832;0,2582372;0,9660766;0,1840805;14,96557;0,125284284;2;0
46419;1E+18;6,37486E+13;VALID;0,02399329;0,3017111;0,9530975;1,44206;17,56562;0,117962152;VALID;0,004233459;0,2586598;0,9659592;0,2511056;14,99069;0,1261096;2;0
46420;1E+18;6,37486E+13;VALID;0,02490076;0,3018003;0,9530459;1,496658;17,57139;0,11831101;VALID;0,004842944;0,2583621;0,966036;0,2872336;14,97308;0,125698701;2;0
46421;1E+18;6,37486E+13;VALID;0,02566896;0,3012041;0,9532141;1,542537;17,53591;0,118539423;VALID;0,005554399;0,2584952;0,9659966;0,3294423;14,98103;0,125780419;2;0
46422;1E+18;6,37486E+13;VALID;0,02614697;0,3008968;0,9532982;1,571109;17,51766;0,118607327;VALID;0,00607695;0,258329;0,9660379;0,3604196;14,97122;0,125689954;2;0
46423;1E+18;6,37486E+13;VALID;0,02643211;0,3004631;0,9534271;1,588019;17,49173;0,118754193;VALID;0,006284636;0,2583242;0,9660378;0,372737;14,97095;0,126099929;2;0
46424;1E+18;6,37486E+13;VALID;0,02664541;0,3001757;0,9535117;1,600686;17,47456;0,118940905;VALID;0,006628064;0,25807;0,9661035;0,3930781;14,95591;0,126842499;2;0
46425;1E+18;6,37486E+13;VALID;0,02701085;0,2997797;0,953626;1,622433;17,45095;0,119194172;VALID;0,006954069;0,257907;0,9661447;0,4123936;14,94627;0,126945481;2;0
46426;1E+18;6,37486E+13;VALID;0,02732838;0,2994753;0,9537126;1,641346;17,43281;0,119165584;VALID;0,007416184;0,2577901;0,9661725;0,4397845;14,9394;0,127285644;2;0
46427;1E+18;6,37486E+13;VALID;0,02743949;0,2992806;0,9537705;1,647916;17,42117;0,119487032;VALID;0,007562199;0,2575554;0,966234;0,4484144;14,92549;0,127278239;2;0
46428;1E+18;6,37486E+13;VALID;0,02748067;0,2989879;0,9538611;1,650231;17,40361;0,118936993;VALID;0,007636217;0,2573311;0,9662932;0,4527756;14,9122;0,127319142;2;0
46429;1E+18;6,37486E+13;VALID;0,02770975;0,2988841;0,953887;1,663935;17,39749;0,119554467;VALID;0,007821945;0,2571687;0,9663349;0,4637675;14,90259;0,127700582;2;0,427904367
46430;1E+18;6,37486E+13;VALID;0,02770872;0,2987628;0,9539251;1,663806;17,3902;0,120124131;VALID;0,007995233;0,2570522;0,9663644;0,4740268;14,89571;0,127982363;2;0,75284481
46431;1E+18;6,37486E+13;VALID;0,02779552;0,29873;0,9539328;1,669002;17,38827;0,120043106;VALID;0,00818596;0,2569272;0,9663961;0,4853184;14,88832;0,127279773;2;0,907309949
46432;1E+18;6,37486E+13;VALID;0,02790413;0,2985833;0,9539756;1,675445;17,37952;0,120487377;VALID;0,008257412;0,2567162;0,9664515;0,4895262;14,87582;0,128340662;2;0,993043303
46433;1E+18;6,37486E+13;VALID;0,02785863;0,2984543;0,9540172;1,672641;17,37175;0,120679669;VALID;0,008380978;0,2565291;0,9665002;0,4968263;14,86474;0,128256559;2;1
46434;1E+18;6,37486E+13;VALID;0,02786499;0,2984268;0,9540257;1,673008;17,3701;0,120364755;VALID;0,008411729;0,2563508;0,9665472;0,4986248;14,85418;0,128064781;2;1
46435;1E+18;6,37486E+13;VALID;0,02785974;0,2984067;0,9540321;1,672682;17,36889;0,120515972;VALID;0,008453384;0,2561933;0,9665886;0,5010724;14,84485;0,128720656;2;1
46436;1E+18;6,37486E+13;VALID;0,02789841;0,298315;0,9540597;1,674954;17,3634;0,120725416;VALID;0,008413237;0,2559277;0,9666593;0,4986563;14,8291;0,128488913;2;1
46437;1E+18;6,37486E+13;VALID;0,02799092;0,2982334;0,9540825;1,680465;17,35855;0,120856777;VALID;0,008492478;0,2557976;0,966693;0,5033352;14,8214;0,128967375;2;1
46438;1E+18;6,37486E+13;VALID;0,02809951;0,2981737;0,9540979;1,686953;17,35502;0,12079259;VALID;0,00847;0,2556029;0,9667448;0,5019761;14,80985;0,129023775;2;1
46439;1E+18;6,37486E+13;VALID;0,02817735;0,2980735;0,954127;1,691571;17,34904;0,12122114;VALID;0,008487202;0,2554002;0,9667982;0,5029678;14,79784;0,129131183;2;1
46440;1E+18;6,37486E+13;VALID;0,02818437;0,298028;0,954141;1,691968;17,34631;0,120788567;VALID;0,008433018;0,2551817;0,9668564;0,4997269;14,78489;0,12941432;2;1
46441;1E+18;6,37486E+13;VALID;0,02818046;0,2979397;0,9541686;1,691684;17,34101;0,121444412;VALID;0,008355158;0,2549683;0,9669133;0,4950841;14,77223;0,129842505;2;1
46442;1E+18;6,37486E+13;VALID;0,02818094;0,2978379;0,9542004;1,691657;17,33489;0,121675849;VALID;0,008312025;0,2548178;0,9669533;0,492508;14,76331;0,130217582;2;1
46443;1E+18;6,37486E+13;VALID;0,02819952;0,2977718;0,9542205;1,692736;17,33093;0,121927202;VALID;0,008214393;0,254611;0,9670087;0,4866954;14,75105;0,130168706;2;1
46444;1E+18;6,37486E+13;VALID;0,02824694;0,2976117;0,954269;1,695495;17,32135;0,121729776;VALID;0,008111985;0,2544078;0,967063;0,4806012;14,73899;0,130441263;2;1
46445;1E+18;6,37486E+13;VALID;0,02819205;0,2974346;0,9543259;1,692101;17,31068;0,122390456;VALID;0,008028683;0,2541603;0,9671288;0,4756338;14,72432;0,131084234;2;1
46446;1E+18;6,37486E+13;VALID;0,02816075;0,2972279;0,9543912;1,690108;17,29826;0,12230742;VALID;0,007955962;0,2539763;0,9671777;0,471302;14,71341;0,130995288;2;1
46447;1E+18;6,37486E+13;VALID;0,0281191;0,2970934;0,9544343;1,687534;17,29016;0,122430198;VALID;0,007857341;0,2537297;0,9672433;0,4654285;14,69879;0,131040633;2;1
46448;1E+18;6,37486E+13;VALID;0,02808266;0,2969109;0,9544922;1,685246;17,27919;0,122536071;VALID;0,007784745;0,2535318;0,9672957;0,4611034;14,68706;0,13115111;2;1
46449;1E+18;6,37486E+13;VALID;0,02810449;0,2967106;0,9545538;1,686446;17,26718;0,122774176;VALID;0,007627673;0,2530345;0,9674272;0,4517388;14,65759;0,127209306;2;1
46450;1E+18;6,37486E+13;VALID;0,02807342;0,2965466;0,9546056;1,684491;17,25732;0,12316139;VALID;0,007413246;0,2525136;0,9675649;0,4389777;14,62671;0,127708197;2;1
46451;1E+18;6,37486E+13;VALID;0,02809404;0,2963015;0,9546812;1,685595;17,24262;0,124394313;VALID;0,007168991;0,25203;0,9676929;0,4244584;14,59805;0,128249735;2;1
46452;1E+18;6,37486E+13;VALID;0,02809428;0,2959958;0,954776;1,685442;17,22427;0,124198839;VALID;0,006936547;0,2516285;0,9677991;0,4106514;14,57426;0,128251106;2;1
46453;1E+18;6,37486E+13;VALID;0,0281316;0,2956849;0,9548712;1,687511;17,20563;0,124196567;VALID;0,006736502;0,2511779;0,9679175;0,3987601;14,54756;0,128726438;2;1
46454;1E+18;6,37486E+13;VALID;0,02814027;0,2954001;0,9549591;1,687876;17,18855;0,124566689;VALID;0,006475606;0,250719;0,9680383;0,3832693;14,52037;0,128953069;2;1
46455;1E+18;6,37486E+13;VALID;0,02814448;0,2950212;0,9550761;1,687921;17,16582;0,124870427;VALID;0,006189141;0,2504126;0,9681194;0,3662842;14,50222;0,129213706;2;1
46456;1E+18;6,37486E+13;VALID;0,0281516;0,2945799;0,9552121;1,688108;17,13935;0,125123069;VALID;0,006057285;0,2500428;0,9682158;0,3584452;14,48032;0,129811302;2;1
46457;1E+18;6,37486E+13;VALID;0,02814378;0,294283;0,9553038;1,687477;17,12154;0,125063166;VALID;0,005863513;0,2498623;0,9682636;0,3469617;14,46962;0,129275903;2;1
46458;1E+18;6,37486E+13;VALID;0,0281692;0,2939564;0,9554036;1,688824;17,10197;0,125063285;VALID;0,005748743;0,2495932;0,9683337;0,340146;14,45368;0,129631191;2;1
46459;1E+18;6,37486E+13;VALID;0,0281539;0,2929855;0,9557022;1,687381;17,04374;0,121467486;VALID;0,005624518;0,249292;0,968412;0,332769;14,43585;0,130250439;2;1
46460;1E+18;6,37486E+13;VALID;0,02810645;0,2920209;0,9559989;1,684016;16,9859;0,122100383;VALID;0,005499982;0,2490071;0,968486;0,3253763;14,41899;0,129943624;2;1
46461;1E+18;6,37486E+13;VALID;0,02807488;0,2911822;0,9562556;1,681674;16,93562;0,122579001;VALID;0,005392475;0,2487635;0,9685493;0,3189955;14,40457;0,130894378;2;1
46462;1E+18;6,37486E+13;VALID;0,02805028;0,2905349;0,9564531;1,679854;16,89683;0,122707337;VALID;0,005324048;0,248411;0,9686401;0,3149182;14,38371;0,130603343;2;1
46463;1E+18;6,37486E+13;VALID;0,02804418;0,2898375;0,9566649;1,679118;16,85505;0,122647703;VALID;0,00527605;0,2482102;0,9686918;0,3120625;14,37183;0,131029382;2;1
46464;1E+18;6,37486E+13;VALID;0,02795572;0,2891285;0,956882;1,673445;16,81256;0,123123638;VALID;0,005235448;0,247894;0,968773;0,3096351;14,35313;0,131106332;2;1
