Frame;CaptureTime;LogTime;HMDPosition_x;HMDPosition_y;HMDPosition_z;HMDRotation_x;HMDRotation_y;HMDRotation_z;HeadForward_x;HeadForward_y;HeadForward_z;seq;GazeStatus;CombinedGazeForward_x;CombinedGazeForward_y;CombinedGazeForward_z;CombinedGazePosition_x;CombinedGazePosition_y;CombinedGazePosition_z;GazeAngle_x;GazeAngle_y;LeftEyeStatus;LeftEyeForward_x;LeftEyeForward_y;LeftEyeForward_z;LeftEyePosition_x;LeftEyePosition_y;LeftEyePosition_z;LeftAngle_x;LeftAngle_y;LeftEyePupilSize;RightEyeStatus;RightEyeForward_x;RightEyeForward_y;RightEyeForward_z;RightEyePosition_x;RightEyePosition_y;RightEyePosition_z;RightAngle_x;RightAngle_y;RightEyePupilSize;FocusDistance;FocusStability
37996;1000776379082685200;63748134140557;1,802008;1,211644;-0,4179824;356,5442;24,35704;1,090498;0,4116716;0,4116716;0,4116716;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
37997;1000776379092618800;63748134140574;1,801813;1,211663;-0,4178647;356,5015;24,25075;1,094309;0,4099654;0,4099654;0,4099654;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
37998;1000776379102610100;63748134140574;1,801813;1,211663;-0,4178647;356,5015;24,25075;1,094309;0,4099654;0,4099654;0,4099654;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
37999;1000776379112629600;63748134140590;1,801671;1,211747;-0,4177923;356,4479;24,15199;1,099998;0,4083727;0,4083727;0,4083727;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38000;1000776379122607700;63748134140607;1,80151;1,212006;-0,4173658;356,4256;24,09786;1,100195;0,4075021;0,4075021;0,4075021;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38001;1000776379132776100;63748134140607;1,80151;1,212006;-0,4173658;356,4256;24,09786;1,100195;0,4075021;0,4075021;0,4075021;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38002;1000776379142745600;63748134140623;1,801416;1,212066;-0,4173132;356,3936;24,06783;1,117789;0,4070103;0,4070103;0,4070103;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38003;1000776379152735600;63748134140623;1,801416;1,212066;-0,4173132;356,3936;24,06783;1,117789;0,4070103;0,4070103;0,4070103;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38004;1000776379162788700;63748134140640;1,801323;1,212208;-0,4172924;356,3744;24,04336;1,14233;0,4066125;0,4066125;0,4066125;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38005;1000776379172749900;63748134140641;1,801323;1,212208;-0,4172924;356,3744;24,04336;1,14233;0,4066125;0,4066125;0,4066125;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38006;1000776379182737800;63748134140657;1,801303;1,212129;-0,4173567;356,3642;24,04368;1,164185;0,4066129;0,4066129;0,4066129;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38007;1000776379192870800;63748134140674;1,801229;1,212204;-0,4174984;356,3519;24,04183;1,184249;0,406578;0,406578;0,406578;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38008;1000776379202869500;63748134140674;1,801229;1,212204;-0,4174984;356,3519;24,04183;1,184249;0,406578;0,406578;0,406578;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38009;1000776379212871100;63748134140690;1,801268;1,212189;-0,417517;356,3368;24,04064;1,190389;0,4065522;0,4065522;0,4065522;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38010;1000776379222866800;63748134140690;1,801268;1,212189;-0,417517;356,3368;24,04064;1,190389;0,4065522;0,4065522;0,4065522;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38011;1000776379232932900;63748134140708;1,801285;1,212175;-0,4175737;356,3401;24,03439;1,199957;0,4064542;0,4064542;0,4064542;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38012;1000776379242863700;63748134140724;1,801221;1,212196;-0,4175916;356,3289;24,03093;1,19423;0,406394;0,406394;0,406394;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38013;1000776379252982800;63748134140724;1,801221;1,212196;-0,4175916;356,3289;24,03093;1,19423;0,406394;0,406394;0,406394;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38014;1000776379262996600;63748134140740;1,801147;1,212165;-0,4176333;356,3111;24,01231;1,200398;0,4060898;0,4060898;0,4060898;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38016;1000776379282987100;63748134140757;1,801106;1,212077;-0,4176312;356,2927;23,99253;1,20924;0,4057666;0,4057666;0,4057666;1;INVALID;;;;;;;0;0;INVALID;;;;;;;0;0;;INVALID;;;;;;;0;0;;;
38017;1000776379292995800;63748134140773;1,801033;1,212104;-0,4176433;356,2822;23,96651;1,217606;0,4053478;0,4053478;0,4053478;1;VALID;-0,3444376;-0,07547643;0,9357703;-0,03112125;0;0;-20,20761;-4,611323;VALID;-0,3444376;-0,07547643;0,9357703;-0,03112125;0;0;-20,20761;-4,611323;0,173164308071136;INVALID;;;;;;;0;0;;2;0
38018;1000776379302993600;63748134140774;1,801033;1,212104;-0,4176433;356,2822;23,96651;1,217606;0,4053478;0,4053478;0,4053478;1;VALID;-0,3711642;0,05255467;0,9270788;-0,03112125;0;0;-21,81913;3,244537;VALID;-0,3711642;0,05255467;0,9270788;-0,03112125;0;0;-21,81913;3,244537;0,172530442476273;INVALID;;;;;;;0;0;;2;0
38019;1000776379312999800;63748134140790;1,800982;1,212197;-0,4176129;356,2636;23,94068;1,220552;0,4049281;0,4049281;0,4049281;1;VALID;-0,3872837;0,1029695;0,9161925;-0,03112125;0;0;-22,91426;6,412477;VALID;-0,3872837;0,1029695;0,9161925;-0,03112125;0;0;-22,91426;6,412477;0,172628507018089;INVALID;;;;;;;0;0;;2;0
38020;1000776379323108100;63748134140791;1,800982;1,212197;-0,4176129;356,2636;23,94068;1,220552;0,4049281;0,4049281;0,4049281;1;VALID;-0,3971505;0,1216872;0,9096503;-0,03112125;0;0;-23,58593;7,619429;VALID;-0,3971505;0,1216872;0,9096503;-0,03112125;0;0;-23,58593;7,619429;0,172425866127014;INVALID;;;;;;;0;0;;2;0
38021;1000776379333164500;63748134140806;1,801009;1,212186;-0,4176292;356,259;23,92575;1,226123;0,4046884;0,4046884;0,4046884;1;VALID;-0,4032743;0,1296759;0,9058443;-0,03112125;0;0;-23,99823;8,146808;VALID;-0,4032743;0,1296759;0,9058443;-0,03112125;0;0;-23,99823;8,146808;0,172351107001305;INVALID;;;;;;;0;0;;2;0
38022;1000776379343125900;63748134140823;1,800973;1,212189;-0,4176804;356,2437;23,92151;1,229548;0,4046137;0,4046137;0,4046137;1;VALID;-0,4069274;0,1334658;0,9036576;-0,03112125;0;0;-24,24259;8,401567;VALID;-0,4069274;0,1334658;0,9036576;-0,03112125;0;0;-24,24259;8,401567;0,172000542283058;INVALID;;;;;;;0;0;;2;0
38023;1000776379353103600;63748134140823;1,800973;1,212189;-0,4176804;356,2437;23,92151;1,229548;0,4046137;0,4046137;0,4046137;1;VALID;-0,4089512;0,1355567;0,9024318;-0,03112125;0;0;-24,37841;8,542684;VALID;-0,4089512;0,1355567;0,9024318;-0,03112125;0;0;-24,37841;8,542684;0,172470852732658;INVALID;;;;;;;0;0;;2;0
38024;1000776379363133200;63748134140840;1,800911;1,212166;-0,4176591;356,242;23,90445;1,244582;0,4043414;0,4043414;0,4043414;1;VALID;-0,4102904;0,1363431;0,9017053;-0,03112125;0;0;-24,4663;8,598323;VALID;-0,4102904;0,1363431;0,9017053;-0,03112125;0;0;-24,4663;8,598323;0,17183829843998;INVALID;;;;;;;0;0;;2;0
38025;1000776379373122500;63748134140857;1,800918;1,212126;-0,4176949;356,2485;23,88732;1,246511;0,4040716;0,4040716;0,4040716;1;VALID;-0,4111449;0,1361321;0,9013479;-0,03112125;0;0;-24,51984;8,588568;VALID;-0,4111449;0,1361321;0,9013479;-0,03112125;0;0;-24,51984;8,588568;0,171794444322586;INVALID;;;;;;;0;0;;2;0
38026;1000776379383238000;63748134140858;1,800918;1,212126;-0,4176949;356,2485;23,88732;1,246511;0,4040716;0,4040716;0,4040716;1;VALID;-0,4118359;0,1361639;0,9010275;-0,03112125;0;0;-24,56389;8,593553;VALID;-0,4118359;0,1361639;0,9010275;-0,03112125;0;0;-24,56389;8,593553;0,171868816018105;INVALID;;;;;;;0;0;;2;0
38027;1000776379393279700;63748134140873;1,800796;1,212072;-0,4175667;356,261;23,88313;1,251076;0,4040105;0,4040105;0,4040105;1;VALID;-0,4123016;0,1363868;0,9007808;-0,03112125;0;0;-24,59432;8,609735;VALID;-0,4123016;0,1363868;0,9007808;-0,03112125;0;0;-24,59432;8,609735;0,171774044632912;INVALID;;;;;;;0;0;;2;0
38028;1000776379403243700;63748134140874;1,800796;1,212072;-0,4175667;356,261;23,88313;1,251076;0,4040105;0,4040105;0,4040105;1;VALID;-0,4126946;0,1370017;0,9005075;-0,03112125;0;0;-24,62157;8,650547;VALID;-0,4126946;0,1370017;0,9005075;-0,03112125;0;0;-24,62157;8,650547;0,172077968716621;INVALID;;;;;;;0;0;;2;0
38029;1000776379413245800;63748134140890;1,800768;1,212058;-0,4175896;356,2668;23,8687;1,242227;0,4037834;0,4037834;0,4037834;1;VALID;-0,4134444;0,1368352;0,9001888;-0,03112125;0;0;-24,66867;8,643205;VALID;-0,4134444;0,1368352;0,9001888;-0,03112125;0;0;-24,66867;8,643205;0,171666905283928;INVALID;;;;;;;0;0;;2;0
38031;1000776379433226700;63748134140907;1,800704;1,21213;-0,4175397;356,2706;23,84548;1,247066;0,4034154;0,4034154;0,4034154;1;VALID;-0,413641;0,136995;0,9000742;-0,03112125;0;0;-24,68177;8,654231;VALID;-0,413641;0,136995;0,9000742;-0,03112125;0;0;-24,68177;8,654231;0,171999618411064;INVALID;;;;;;;0;0;;2;0
38032;1000776379443365900;63748134140924;1,800705;1,212085;-0,4176879;356,2605;23,83864;1,262177;0,4033017;0,4033017;0,4033017;1;VALID;-0,413814;0,1373631;0,8999385;-0,03112125;0;0;-24,69414;8,678419;VALID;-0,413814;0,1373631;0,8999385;-0,03112125;0;0;-24,69414;8,678419;0,171842902898788;INVALID;;;;;;;0;0;;2;0
38033;1000776379453441400;63748134140924;1,800705;1,212085;-0,4176879;356,2605;23,83864;1,262177;0,4033017;0,4033017;0,4033017;1;VALID;-0,4140563;0,1375081;0,8998049;-0,03112125;0;0;-24,7101;8,688711;VALID;-0,4140563;0,1375081;0,8998049;-0,03112125;0;0;-24,7101;8,688711;0,171486720442772;INVALID;;;;;;;0;0;;2;0
38034;1000776379463369400;63748134140940;1,800667;1,212128;-0,4176697;356,2523;23,83062;1,267154;0,4031701;0,4031701;0,4031701;1;VALID;-0,4140672;0,1376766;0,8997741;-0,03112125;0;0;-24,71142;8,699492;VALID;-0,4140672;0,1376766;0,8997741;-0,03112125;0;0;-24,71142;8,699492;0,171637907624245;INVALID;;;;;;;0;0;;2;0
38035;1000776379473399700;63748134140956;1,800574;1,21216;-0,4177104;356,2478;23,82804;1,249719;0,4031271;0,4031271;0,4031271;1;VALID;-0,4140663;0,1376547;0,8997779;-0,03112125;0;0;-24,71128;8,69809;VALID;-0,4140663;0,1376547;0,8997779;-0,03112125;0;0;-24,71128;8,69809;0,172574177384377;INVALID;;;;;;;0;0;;2;0
38036;1000776379483435000;63748134140957;1,800574;1,21216;-0,4177104;356,2478;23,82804;1,249719;0,4031271;0,4031271;0,4031271;1;VALID;-0,4140917;0,1376495;0,899767;-0,03112125;0;0;-24,71288;8,697874;VALID;-0,4140917;0,1376495;0,899767;-0,03112125;0;0;-24,71288;8,697874;0,172557070851326;INVALID;;;;;;;0;0;;2;0
38037;1000776379493370100;63748134140973;1,800553;1,212156;-0,4177564;356,2396;23,81208;1,256678;0,402869;0,402869;0,402869;1;VALID;-0,4141071;0,137656;0,8997589;-0,03112125;0;0;-24,71389;8,698357;VALID;-0,4141071;0,137656;0,8997589;-0,03112125;0;0;-24,71389;8,698357;0,172390758991241;INVALID;;;;;;;0;0;;2;0
38038;1000776379503495100;63748134140974;1,800553;1,212156;-0,4177564;356,2396;23,81208;1,256678;0,402869;0,402869;0,402869;1;VALID;-0,4141715;0,1375619;0,8997437;-0,03112125;0;0;-24,71764;8,692643;VALID;-0,4141715;0,1375619;0,8997437;-0,03112125;0;0;-24,71764;8,692643;0,172737523913383;INVALID;;;;;;;0;0;;2;0,551390051841736
38039;1000776379513489000;63748134140989;1,800469;1,212256;-0,4178222;356,2325;23,80262;1,266688;0,4027149;0,4027149;0,4027149;1;VALID;-0,4142583;0,1376035;0,8996974;-0,03112125;0;0;-24,72332;8,695674;VALID;-0,4142583;0,1376035;0,8996974;-0,03112125;0;0;-24,72332;8,695674;0,173142120242119;INVALID;;;;;;;0;0;;2;0,867105007171631
38040;1000776379523483500;63748134141006;1,80043;1,212291;-0,4178866;356,2171;23,80089;1,270811;0,4026803;0,4026803;0,4026803;1;VALID;-0,4143527;0,1374779;0,8996731;-0,03112125;0;0;-24,72887;8,688085;VALID;-0,4143527;0,1374779;0,8996731;-0,03112125;0;0;-24,72887;8,688085;0,17303492128849;INVALID;;;;;;;0;0;;2;1
38041;1000776379533536700;63748134141006;1,80043;1,212291;-0,4178866;356,2171;23,80089;1,270811;0,4026803;0,4026803;0,4026803;1;VALID;-0,4143733;0,1375899;0,8996465;-0,03112125;0;0;-24,7306;8,695313;VALID;-0,4143733;0,1375899;0,8996465;-0,03112125;0;0;-24,7306;8,695313;0,173333391547203;INVALID;;;;;;;0;0;;2;1
38042;1000776379543485100;63748134141023;1,800441;1,212359;-0,4180067;356,1989;23,7941;1,270115;0,4025636;0,4025636;0,4025636;1;VALID;-0,4143971;0,1376348;0,8996286;-0,03112125;0;0;-24,73228;8,698277;VALID;-0,4143971;0,1376348;0,8996286;-0,03112125;0;0;-24,73228;8,698277;0,173938319087029;INVALID;;;;;;;0;0;;2;1
38043;1000776379553476600;63748134141040;1,800454;1,212379;-0,418012;356,1837;23,79422;1,281147;0,4025583;0,4025583;0,4025583;1;VALID;-0,4142976;0,1376245;0,899676;-0,03112125;0;0;-24,7259;8,697186;VALID;-0,4142976;0,1376245;0,899676;-0,03112125;0;0;-24,7259;8,697186;0,17375636100769;INVALID;;;;;;;0;0;;2;1
38044;1000776379563503800;63748134141040;1,800454;1,212379;-0,418012;356,1837;23,79422;1,281147;0,4025583;0,4025583;0,4025583;1;VALID;-0,4142441;0,1375664;0,8997096;-0,03112125;0;0;-24,72228;8,693247;VALID;-0,4142441;0,1375664;0,8997096;-0,03112125;0;0;-24,72228;8,693247;0,174354761838913;INVALID;;;;;;;0;0;;2;1
38045;1000776379573612500;63748134141056;1,800482;1,212379;-0,4180819;356,1711;23,78343;1,277518;0,4023804;0,4023804;0,4023804;1;VALID;-0,414235;0,1375521;0,899716;-0,03112125;0;0;-24,72165;8,6923;VALID;-0,414235;0,1375521;0,899716;-0,03112125;0;0;-24,72165;8,6923;0,174599811434746;INVALID;;;;;;;0;0;;2;1
38046;1000776379583651000;63748134141056;1,800482;1,212379;-0,4180819;356,1711;23,78343;1,277518;0,4023804;0,4023804;0,4023804;1;VALID;-0,4142897;0,1375029;0,8996983;-0,03112125;0;0;-24,72495;8,689404;VALID;-0,4142897;0,1375029;0,8996983;-0,03112125;0;0;-24,72495;8,689404;0,174455285072327;INVALID;;;;;;;0;0;;2;1
38047;1000776379593614100;63748134141073;1,80041;1,212368;-0,4182798;356,1487;23,76826;1,27729;0,4021282;0,4021282;0,4021282;1;VALID;-0,414288;0,1374371;0,8997091;-0,03112125;0;0;-24,7246;8,685206;VALID;-0,414288;0,1374371;0,8997091;-0,03112125;0;0;-24,7246;8,685206;0,175195828080177;INVALID;;;;;;;0;0;;2;1
38048;1000776379603621900;63748134141073;1,80041;1,212368;-0,4182798;356,1487;23,76826;1,27729;0,4021282;0,4021282;0,4021282;1;VALID;-0,4142478;0,1374498;0,8997257;-0,03112125;0;0;-24,72208;8,685838;VALID;-0,4142478;0,1374498;0,8997257;-0,03112125;0;0;-24,72208;8,685838;0,174721851944923;INVALID;;;;;;;0;0;;2;1
38049;1000776379613625900;63748134141090;1,800317;1,212445;-0,4183269;356,1454;23,75138;1,273656;0,4018576;0,4018576;0,4018576;1;VALID;-0,4142521;0,137421;0,8997281;-0,03112125;0;0;-24,72225;8,684022;VALID;-0,4142521;0,137421;0,8997281;-0,03112125;0;0;-24,72225;8,684022;0,175311878323555;INVALID;;;;;;;0;0;;2;1
38050;1000776379623615800;63748134141106;1,800407;1,212423;-0,4183828;356,1512;23,73643;1,24992;0,4016221;0,4016221;0,4016221;1;VALID;-0,4142618;0,1373247;0,8997384;-0,03112125;0;0;-24,72251;8,677931;VALID;-0,4142618;0,1373247;0,8997384;-0,03112125;0;0;-24,72251;8,677931;0,175322040915489;INVALID;;;;;;;0;0;;2;1
38051;1000776379633788300;63748134141107;1,800407;1,212423;-0,4183828;356,1512;23,73643;1,24992;0,4016221;0,4016221;0,4016221;1;VALID;-0,4142283;0,137215;0,8997704;-0,03112125;0;0;-24,71998;8,670805;VALID;-0,4142283;0,137215;0,8997704;-0,03112125;0;0;-24,71998;8,670805;0,17579385638237;INVALID;;;;;;;0;0;;2;1
38052;1000776379643742200;63748134141123;1,80038;1,212419;-0,4184377;356,1612;23,73209;1,247297;0,4015576;0,4015576;0,4015576;1;VALID;-0,4142387;0,1371097;0,8997818;-0,03112125;0;0;-24,72025;8,664142;VALID;-0,4142387;0,1371097;0,8997818;-0,03112125;0;0;-24,72025;8,664142;0,176412433385849;INVALID;;;;;;;0;0;;2;1
38053;1000776379653737400;63748134141123;1,80038;1,212419;-0,4184377;356,1612;23,73209;1,247297;0,4015576;0,4015576;0,4015576;1;VALID;-0,4142434;0,1370652;0,8997864;-0,03112125;0;0;-24,72038;8,661328;VALID;-0,4142434;0,1370652;0,8997864;-0,03112125;0;0;-24,72038;8,661328;0,176395982503891;INVALID;;;;;;;0;0;;2;1
38054;1000776379663738100;63748134141140;1,800355;1,212398;-0,4183615;356,1702;23,72814;1,258658;0,4014989;0,4014989;0,4014989;1;VALID;-0,4142449;0,1370379;0,8997898;-0,03112125;0;0;-24,72038;8,659599;VALID;-0,4142449;0,1370379;0,8997898;-0,03112125;0;0;-24,72038;8,659599;0,176985517144203;INVALID;;;;;;;0;0;;2;1
38055;1000776379673766300;63748134141157;1,800364;1,212365;-0,4183879;356,1634;23,72148;1,260689;0,4013894;0,4013894;0,4013894;1;VALID;-0,4142529;0,1369108;0,8998055;-0,03112125;0;0;-24,72042;8,651536;VALID;-0,4142529;0,1369108;0,8998055;-0,03112125;0;0;-24,72042;8,651536;0,17674233019352;INVALID;;;;;;;0;0;;2;1
38056;1000776379683737800;63748134141157;1,800364;1,212365;-0,4183879;356,1634;23,72148;1,260689;0,4013894;0,4013894;0,4013894;1;VALID;-0,4141841;0,1368465;0,899847;-0,03112125;0;0;-24,71581;8,647141;VALID;-0,4141841;0,1368465;0,899847;-0,03112125;0;0;-24,71581;8,647141;0,177195250988007;INVALID;;;;;;;0;0;;2;1
38057;1000776379693873700;63748134141174;1,800435;1,212394;-0,4183775;356,1552;23,73579;1,254854;0,4016137;0,4016137;0,4016137;1;VALID;-0,4141431;0,1367181;0,8998854;-0,03112125;0;0;-24,71272;8,63879;VALID;-0,4141431;0,1367181;0,8998854;-0,03112125;0;0;-24,71272;8,63879;0,17754040658474;INVALID;;;;;;;0;0;;2;1
38058;1000776379703955100;63748134141174;1,800435;1,212394;-0,4183775;356,1552;23,73579;1,254854;0,4016137;0,4016137;0,4016137;1;VALID;-0,4141362;0,1366068;0,8999054;-0,03112125;0;0;-24,71187;8,631674;VALID;-0,4141362;0,1366068;0,8999054;-0,03112125;0;0;-24,71187;8,631674;0,17790612578392;INVALID;;;;;;;0;0;;2;1
38059;1000776379713876400;63748134141189;1,800366;1,212419;-0,4183945;356,1622;23,72274;1,246395;0,401409;0,401409;0,401409;1;VALID;-0,414166;0,1365662;0,8998979;-0,03112125;0;0;-24,71362;8,629221;VALID;-0,414166;0,1365662;0,8998979;-0,03112125;0;0;-24,71362;8,629221;0,178097024559975;INVALID;;;;;;;0;0;;2;1
38060;1000776379723852200;63748134141206;1,80039;1,212362;-0,4184304;356,1652;23,71932;1,252148;0,4013559;0,4013559;0,4013559;1;VALID;-0,4141851;0,1365602;0,89989;-0,03112125;0;0;-24,71481;8,628918;VALID;-0,4141851;0,1365602;0,89989;-0,03112125;0;0;-24,71481;8,628918;0,178121075034142;INVALID;;;;;;;0;0;;2;1
38061;1000776379733915600;63748134141207;1,80039;1,212362;-0,4184304;356,1652;23,71932;1,252148;0,4013559;0,4013559;0,4013559;1;VALID;-0,4141706;0,1365433;0,8998992;-0,03112125;0;0;-24,71383;8,627783;VALID;-0,4141706;0,1365433;0,8998992;-0,03112125;0;0;-24,71383;8,627783;0,178595617413521;INVALID;;;;;;;0;0;;2;1
38062;1000776379743864500;63748134141223;1,800362;1,212338;-0,4184652;356,1695;23,6975;1,247562;0,40101;0,40101;0,40101;1;VALID;-0,4142474;0,13642;0,8998826;-0,03112125;0;0;-24,71827;8,620265;VALID;-0,4142474;0,13642;0,8998826;-0,03112125;0;0;-24,71827;8,620265;0,179156616330147;INVALID;;;;;;;0;0;;2;1
38063;1000776379754037600;63748134141224;1,800362;1,212338;-0,4184652;356,1695;23,6975;1,247562;0,40101;0,40101;0,40101;1;VALID;-0,4142265;0,1363319;0,8999056;-0,03112125;0;0;-24,71661;8,614561;VALID;-0,4142265;0,1363319;0,8999056;-0,03112125;0;0;-24,71661;8,614561;0,179099306464195;INVALID;;;;;;;0;0;;2;1
38064;1000776379763990600;63748134141239;1,800224;1,212404;-0,4182686;356,1667;23,67999;1,257837;0,4007293;0,4007293;0,4007293;1;VALID;-0,4142681;0,1362967;0,8998917;-0,03112125;0;0;-24,71913;8,6125;VALID;-0,4142681;0,1362967;0,8998917;-0,03112125;0;0;-24,71913;8,6125;0,1794673204422;INVALID;;;;;;;0;0;;2;1
38065;1000776379774010000;63748134141256;1,800336;1,212332;-0,4182642;356,1707;23,66709;1,257208;0,4005255;0,4005255;0,4005255;1;VALID;-0,4143106;0,1361983;0,8998871;-0,03112125;0;0;-24,72148;8,60642;VALID;-0,4143106;0,1361983;0,8998871;-0,03112125;0;0;-24,72148;8,60642;0,179669946432114;INVALID;;;;;;;0;0;;2;1
38066;1000776379784056300;63748134141257;1,800336;1,212332;-0,4182642;356,1707;23,66709;1,257208;0,4005255;0,4005255;0,4005255;1;VALID;-0,4144283;0,1361558;0,8998393;-0,03112125;0;0;-24,72882;8,604229;VALID;-0,4144283;0,1361558;0,8998393;-0,03112125;0;0;-24,72882;8,604229;0,179998561739922;INVALID;;;;;;;0;0;;2;1
38067;1000776379793991200;63748134141273;1,800346;1,212303;-0,4182275;356,1621;23,65026;1,267475;0,4002532;0,4002532;0,4002532;1;VALID;-0,4143795;0,1361207;0,8998671;-0,03112125;0;0;-24,72558;8,601777;VALID;-0,4143795;0,1361207;0,8998671;-0,03112125;0;0;-24,72558;8,601777;0,180371299386024;INVALID;;;;;;;0;0;;2;1
38068;1000776379803998100;63748134141274;1,800346;1,212303;-0,4182275;356,1621;23,65026;1,267475;0,4002532;0,4002532;0,4002532;1;VALID;-0,4143797;0,1361005;0,89987;-0,03112125;0;0;-24,72552;8,600498;VALID;-0,4143797;0,1361005;0,89987;-0,03112125;0;0;-24,72552;8,600498;0,180097088217735;INVALID;;;;;;;0;0;;2;1
38069;1000776379814006300;63748134141290;1,800359;1,21227;-0,4182469;356,1684;23,65143;1,267194;0,4002747;0,4002747;0,4002747;1;VALID;-0,4144021;0,1361248;0,899856;-0,03112125;0;0;-24,72704;8,602138;VALID;-0,4144021;0,1361248;0,899856;-0,03112125;0;0;-24,72704;8,602138;0,180782109498978;INVALID;;;;;;;0;0;;2;1
38070;1000776379824102400;63748134141306;1,800248;1,212336;-0,4182834;356,163;23,65107;1,281907;0,4002664;0,4002664;0,4002664;1;VALID;-0,4144414;0,1360944;0,8998426;-0,03112125;0;0;-24,72943;8,600376;VALID;-0,4144414;0,1360944;0,8998426;-0,03112125;0;0;-24,72943;8,600376;0,180786564946175;INVALID;;;;;;;0;0;;2;1
38071;1000776379834162000;63748134141307;1,800248;1,212336;-0,4182834;356,163;23,65107;1,281907;0,4002664;0,4002664;0,4002664;1;VALID;-0,4144313;0,1361454;0,8998395;-0,03112125;0;0;-24,72897;8,603579;VALID;-0,4144313;0,1361454;0,8998395;-0,03112125;0;0;-24,72897;8,603579;0,181639641523361;INVALID;;;;;;;0;0;;2;1
38072;1000776379844112800;63748134141323;1,800248;1,212381;-0,4183868;356,1523;23,64373;1,295289;0,4001444;0,4001444;0,4001444;1;VALID;-0,414378;0,1361324;0,899866;-0,03112125;0;0;-24,72553;8,602519;VALID;-0,414378;0,1361324;0,899866;-0,03112125;0;0;-24,72553;8,602519;0,181504294276237;INVALID;;;;;;;0;0;;2;1
38073;1000776379854198100;63748134141323;1,800248;1,212381;-0,4183868;356,1523;23,64373;1,295289;0,4001444;0,4001444;0,4001444;1;VALID;-0,4143262;0,1360857;0,8998969;-0,03112125;0;0;-24,72206;8,599323;VALID;-0,4143262;0,1360857;0,8998969;-0,03112125;0;0;-24,72206;8,599323;0,181462496519089;INVALID;;;;;;;0;0;;2;1
38074;1000776379864112500;63748134141340;1,800195;1,212446;-0,4184372;356,1427;23,63531;1,293646;0,4000056;0,4000056;0,4000056;1;VALID;-0,4143429;0,1360672;0,899892;-0,03112125;0;0;-24,72306;8,598215;VALID;-0,4143429;0,1360672;0,899892;-0,03112125;0;0;-24,72306;8,598215;0,181657806038857;INVALID;;;;;;;0;0;;2;1
38075;1000776379874117000;63748134141357;1,800108;1,21242;-0,418453;356,1231;23,62238;1,285927;0,39979;0,39979;0,39979;1;VALID;-0,4142804;0,1360195;0,899928;-0,03112125;0;0;-24,7189;8,594907;VALID;-0,4142804;0,1360195;0,899928;-0,03112125;0;0;-24,7189;8,594907;0,181627362966537;INVALID;;;;;;;0;0;;2;1
38076;1000776379884236000;63748134141357;1,800108;1,21242;-0,418453;356,1231;23,62238;1,285927;0,39979;0,39979;0,39979;1;VALID;-0,4142753;0,1360461;0,8999263;-0,03112125;0;0;-24,71868;8,596578;VALID;-0,4142753;0,1360461;0,8999263;-0,03112125;0;0;-24,71868;8,596578;0,181663036346436;INVALID;;;;;;;0;0;;2;1
38077;1000776379894238900;63748134141374;1,800116;1,212461;-0,4184625;356,1071;23,61702;1,279619;0,3996969;0,3996969;0,3996969;1;VALID;-0,4142646;0,1359701;0,8999428;-0,03112125;0;0;-24,71771;8,591695;VALID;-0,4142646;0,1359701;0,8999428;-0,03112125;0;0;-24,71771;8,591695;0,181932359933853;INVALID;;;;;;;0;0;;2;1
